"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","extraction_date","expert_decision","ID"
"The effect of fostering on the genetic expression of locomotor sensitivity to alcohol.","Steps were taken to eradicate endemic mouse coronavirus from a colony that was part of a behavioral project characterizing the genetics of alcohol sensitivity. This behavioral study was conducted to determine whether changing the uterine or rearing environment (as is integral to common rederivation methods) would have a significant effect on the expression of the behavioral traits in question. Selected breeding pairs of the affected lines were divided into four treatment groups: 1) transfer of e","Hickman, Burkhart-Kasch, Phillips","https://www.google.com/search?q=The+effect+of+fostering+on+the+genetic+expression+of+locomotor+sensitivity+to+alcohol.","20060314","Animals; Coronavirus; Embryo Transfer; Ethanol; Female; Male; Mice; Mice, Inbred Strains; Motor Activity; Pregnancy","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",92
"[Clinical pathology and pathogenesis of severe acute respiratory syndrome].","To explore the pathological features and pathogenesis of severe acute respiratory syndrome (SARS) to provide evidence for the clinical treatment and prevention of SARS. Pathological features of 2 cases of full autopsy and 4 cases of needle biopsy tissue samples from the patients who died from SARS were studied by light and electron microscopy. The distribution and quantity of lymphocyte subpopulations in the lungs and immune organs from SARS patients were analyzed by immunohistochemistry. The lo","Zhao, Zhou, Sun, Wang, Yang, Meng, Pan, Li, Zhou, Wang, Lu, Li, Wang, Zhou, Zhang","https://www.google.com/search?q=[Clinical+pathology+and+pathogenesis+of+severe+acute+respiratory+syndrome].","20090428","Aged; Female; Humans; Lung; Lymphocyte Subsets; Male; Middle Aged; SARS Virus; Severe Acute Respiratory Syndrome","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",93
"Enhancement of enteropathogenic Escherichia coli pathogenicity in young turkeys by concurrent turkey coronavirus infection.","In a previous study, turkey coronavirus (TCV) and enteropathogenic Escherichia coli (EPEC) were shown to synergistically interact in young turkeys coinfected with these agents. In that study, inapparent or mild disease was observed in turkeys inoculated with only TCV or EPEC, whereas severe growth depression and high mortality were observed in dually inoculated turkeys. The purpose of the present study was to further evaluate the pathogenesis of combined TCV/EPEC infection in young turkeys and d","Pakpinyo, Ley, Barnes, Vaillancourt, Guy","https://doi.org/10.1637/0005-2086(2003)047[0396:EOEECP]2.0.CO;2","20030905","Animals; Bacterial Adhesion; Coronavirus, Turkey; Enteritis, Transmissible, of Turkeys; Escherichia coli; Escherichia coli Infections; Feces; Intestines; Poultry Diseases; Turkeys","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",94
"Perforin-mediated effector function within the central nervous system requires IFN-gamma-mediated MHC up-regulation.","CD8(+) T cells infiltrating the CNS control infection by the neurotropic JHM strain of mouse hepatitis virus. Differential susceptibility of infected cell types to clearance by perforin or IFN-gamma uncovered distinct, nonredundant roles for these antiviral mechanisms. To separately evaluate each effector function specifically in the context of CD8(+) T cells, pathogenesis was analyzed in mice deficient in both perforin and IFN-gamma (PKO/GKO) or selectively reconstituted for each function by tr","Bergmann, Parra, Hinton, Chandran, Morrison, Stohlman","https://doi.org/10.4049/jimmunol.170.6.3204","20030625","Acute Disease; Adoptive Transfer; Animals; CD8-Positive T-Lymphocytes; Central Nervous System Viral Diseases; Coronavirus Infections; Cytotoxicity, Immunologic; Encephalomyelitis; Histocompatibility Antigens Class I; Histocompatibility Antigens Class II; Interferon-gamma; Membrane Glycoproteins; Mice; Mice, Inbred BALB C; Mice, Inbred C57BL; Mice, Knockout; Murine hepatitis virus; Perforin; Pore Forming Cytotoxic Proteins; Up-Regulation","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",95
"In vivo thymulin treatments enhance avian lung natural killer cell cytotoxicity in response to infectious bronchitis virus.","Previous work has shown that in vitro thymulin treatments have the ability to enhance natural killer (NK) cell cytotoxicity. The purpose of the experiments presented here was to examine the in vivo effects of thymulin on avian NK cell activity in response to a viral infection. Five and a half-week-old K-strain chickens infected with avian infectious bronchitis virus (IBV) served as the model for these experiments. Daily thymulin injections began at varying time points prior to or post-infection.","Oliver, Marsh","https://doi.org/10.1016/s1567-5769(02)00236-9","20030812","Animals; Chickens; Coronavirus Infections; Cytotoxicity, Immunologic; Dose-Response Relationship, Drug; Infectious bronchitis virus; Killer Cells, Natural; Lung; Male; Thymic Factor, Circulating","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",96
"Failure to spread bovine virus diarrhoea virus infection from primarily infected calves despite concurrent infection with bovine coronavirus.","Previous reports on the spread of bovine virus diarrhoea virus (BVDV) from animals primarily infected with the agent are contradictory. In this study, the possibility of transmission of BVDV from calves simultaneously subjected to acute BVDV and bovine coronavirus (BCV) infection was investigated. Ten calves were inoculated intranasally with BVDV Type 1. Each of the 10 calves was then randomly allocated to one of two groups. In each group there were four additional calves, resulting in five infe","Niskanen, Lindberg, TrÃ¥vÃ©n","https://doi.org/10.1053/tvjl.2001.0657","20020813","Acute Disease; Animals; Animals, Newborn; Bovine Virus Diarrhea-Mucosal Disease; Cattle; Comorbidity; Coronavirus Infections; Coronavirus, Bovine; Diarrhea Virus 1, Bovine Viral; Female; Male","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",97
"Embryonic exposure to lead: comparison of immune and cellular responses in unchallenged and virally stressed chickens.","Lead, a ubiquitous environmental contaminant, has been shown to modulate various functions of the immune system and decrease host resistance to infectious disease. However, limited information is available concerning the direct effects of lead on the host immune response to an infectious agent after developmental exposure. The current study utilized chickens to examine the effect of embryonic lead exposure on immune and cellular responses during viral challenge. Sublethal doses of lead were intr","Lee, Naqi, Kao, Dietert","https://doi.org/10.1007/s00204-001-0283-9","20020813","Animals; Antibody Formation; Cattle; Chick Embryo; Coronavirus Infections; Dose-Response Relationship, Drug; Female; Hypersensitivity, Delayed; Immune System; Immunity, Cellular; Immunoglobulin A; Immunoglobulin G; Infectious bronchitis virus; Interferon-gamma; Lead; Leukocyte Count; Poultry Diseases; Serum Albumin, Bovine; Spleen","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",98
"Cutting edge: CD8 T cell-mediated demyelination is IFN-gamma dependent in mice infected with a neurotropic coronavirus.","Mice infected with the murine coronavirus, mouse hepatitis virus, strain JHM (MHV) develop an immune-mediated demyelinating encephalomyelitis. We showed previously that adoptive transfer of MHV-immune splenocytes depleted of either CD4 or CD8 T cells to infected RAG1(-/-) recipients (mice deficient in recombination activation gene 1) resulted in demyelination. Herein we show that transfer of CD8 T cell-enriched splenocytes from MHV-immune IFN-gamma(-/-) donors resulted in a substantial decrease ","Pewe, Perlman","https://doi.org/10.4049/jimmunol.168.4.1547","20020304","Adoptive Transfer; Animals; CD8-Positive T-Lymphocytes; Cell Movement; Coronavirus Infections; Encephalomyelitis, Autoimmune, Experimental; Interferon-gamma; Macrophages; Mice; Mice, Inbred C57BL; Mice, Knockout; Microglia; Murine hepatitis virus; Myelin Sheath; Spinal Cord; Spleen","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",99
"Characterization of turkey coronavirus from turkey poults with acute enteritis.","The present study was to characterize turkey coronavirus associated with turkey poult enteritis and mortality. Intestinal contents or intestines from affected turkey poults and inoculated turkey embryos contained coronaviruses as revealed by electron microscopy or were positive for turkey coronavirus by immunofluorescent antibody assay. Sucrose density gradient ultracentrifugation of the virus-containing intestinal homogenate yielded two opalescent bands corresponding to the buoyant densities of","Lin, Loa, Tsai, Wu, Bryan, Thacker, Hooper, Schrader","https://doi.org/10.1016/s0378-1135(01)00447-3","20020422","Acute Disease; Animals; Animals, Newborn; Base Sequence; Centrifugation, Density Gradient; Coronavirus, Turkey; Electrophoresis, Polyacrylamide Gel; Enteritis, Transmissible, of Turkeys; Fluorescent Antibody Technique, Indirect; Intestines; Microscopy, Electron; Molecular Sequence Data; Polymerase Chain Reaction; Sequence Alignment; Sequence Analysis; Turkeys","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",100
"Experimental reproduction of winter dysentery in lactating cows using BCV -- comparison with BCV infection in milk-fed calves.","Infection models were developed for adult cows and for young calves using the same strain of bovine coronavirus (BCV), which for the first time allows experimental reproduction of winter dysentery (WD) in seronegative lactating cows. The cattle were infected through direct contact with an experimentally inoculated calf. All experimental cattle shed faecal BCV with development of diarrhoea, being profusely watery with small amounts of blood in the most severely affected animals, including both co","TrÃ¥vÃ©n, NÃ¤slund, Linde, Linde, SilvÃ¡n, Fossum, Hedlund, Larsson","https://doi.org/10.1016/s0378-1135(01)00337-6","20010719","Age Factors; Animals; Antibodies, Viral; Cattle; Cattle Diseases; Coronavirus Infections; Coronavirus, Bovine; Cytopathogenic Effect, Viral; Dysentery; Enzyme-Linked Immunosorbent Assay; Feces; Female; Immunoglobulin A; Immunoglobulin Isotypes; Interferon Type I; Lactation; Male; Milk; Nasal Mucosa; Seasons","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",101
"Host protein interactions with the 3' end of bovine coronavirus RNA and the requirement of the poly(A) tail for coronavirus defective genome replication.","RNA viruses have 5' and 3' untranslated regions (UTRs) that contain specific signals for RNA synthesis. The coronavirus genome is capped at the 5' end and has a 3' UTR that consists of 300 to 500 nucleotides (nt) plus a poly(A) tail. To further our understanding of coronavirus replication, we have begun to examine the involvement of host factors in this process for two group II viruses, bovine coronavirus (BCV) and mouse hepatitis coronavirus (MHV). Specific host protein interactions with the BC","Spagnolo, Hogue","https://doi.org/10.1128/jvi.74.11.5053-5065.2000","20000627","3' Untranslated Regions; Animals; Binding Sites; Cattle; Coronavirus, Bovine; Cross-Linking Reagents; DNA-Binding Proteins; Defective Viruses; Genes, Tumor Suppressor; Genome, Viral; Humans; L Cells; Mice; Murine hepatitis virus; Nuclear Proteins; Poly(A)-Binding Proteins; RNA, Messenger; RNA, Viral; RNA-Binding Proteins; Tumor Cells, Cultured; Tumor Protein p73; Tumor Suppressor Proteins; Ultraviolet Rays; Virus Replication","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",102
"High mortality and growth depression experimentally produced in young turkeys by dual infection with enteropathogenic Escherichia coli and turkey coronavirus.","Six-day-old turkeys were inoculated with turkey coronavirus (TCV) and an enteropathogenic Escherichia coli (EPEC) (isolate R98/5) that were isolated from poult enteritis and mortality syndrome (PEMS)-affected turkeys. Turkeys inoculated with only R98/5 did not develop clinically apparent disease, and only mild disease and moderate growth depression were observed in turkeys inoculated with only TCV. Turkeys dually inoculated with TCV and R98/5 developed severe enteritis with high mortality (38/48","Guy, Smith, Breslin, Vaillancourt, Barnes","https://www.google.com/search?q=High+mortality+and+growth+depression+experimentally+produced+in+young+turkeys+by+dual+infection+with+enteropathogenic+Escherichia+coli+and+turkey+coronavirus.","20000616","Animals; Bacterial Adhesion; Enteritis, Transmissible, of Turkeys; Escherichia coli; Escherichia coli Infections; Growth Disorders; Poultry Diseases; Turkeys; Weight Gain","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",103
"Granulomatous peritonitis and pleuritis in interferon-gamma gene knockout mice naturally infected with mouse hepatitis virus.","To investigate a disease outbreak in a colony of laboratory mice with targeted disruption of the gene for interferon-gamma. FORMAT: A case report based on necropsy, histopathology, serology and immunohistochemistry. Affected mice exhibited depression and variable ascites. Necropsy revealed a granulomatous peritonitis and pleuritis with extensive adhesions although parenchymal lesions were minimal. Serum samples had high concentrations of antibody to mouse hepatitis virus and immunohistochemical ","France, Smith, Stevenson, Barthold","https://doi.org/10.1111/j.1751-0813.1999.tb13199.x","19991130","Animals; Animals, Laboratory; Antibodies, Viral; Antigens, Viral; Ascitic Fluid; Colon; Coronavirus Infections; Disease Outbreaks; Female; Granuloma; Immunohistochemistry; Interferon-gamma; Male; Mice; Mice, Inbred C57BL; Mice, Knockout; Microscopy, Fluorescence; Murine hepatitis virus; Peritonitis; Pleurisy; Rodent Diseases; Specific Pathogen-Free Organisms; Virulence","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",104
"ECG changes after rabbit coronavirus infection.","This study examines the electrocardiographic (ECG) changes following rabbit coronavirus (RbCV) infection. We have shown that infection with RbCV results in the development of myocarditis and congestive heart failure and that some survivors of RbCV infection go on to develop dilated cardiomyopathy in the chronic phase. Serial ECGs were recorded on 31 RbCV-infected rabbits. Measurements of heart rate; P-R interval; QRS duration; QTc interval; and P-, QRS-, and T-wave voltages were taken. The recor","Alexander, Keene, Yount, Geratz, Small, Baric","https://doi.org/10.1016/s0022-0736(99)90018-3","19990419","Animals; Atrioventricular Node; Cardiomyopathy, Dilated; Coronavirus Infections; Death, Sudden, Cardiac; Disease Models, Animal; Electrocardiography; Follow-Up Studies; Male; Myocarditis; Rabbits","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",105
"Antibody and cytokine responses in kittens during the development of feline infectious peritonitis (FIP).","Two recombinant FIPV spike proteins were assessed for their immunogenic properties in 8-week-old kittens, which were then challenged intranasally with FIPV 79-1146. Humoral responses were assessed by ELISA and serum neutralisation test. Changes in PBMC cytokine mRNA levels were detected by a reverse transcription, semiquantitative polymerase chain reaction assay (RT-sqPCR), assessing IL-2, IL-4, IL-6, IL-10, IL-12 and IFNgamma. All of the kittens developed clinical signs typical of FIP, which we","Gunn-Moore, Caney, Gruffydd-Jones, Helps, Harbour","https://doi.org/10.1016/s0165-2427(98)00156-1","19990202","Animals; Antibodies, Viral; Antibody Formation; Cats; Coronavirus, Feline; Cytokines; DNA Primers; DNA Probes; Enzyme-Linked Immunosorbent Assay; Feline Infectious Peritonitis; Membrane Glycoproteins; Neutralization Tests; RNA, Messenger; Recombinant Proteins; Reverse Transcriptase Polymerase Chain Reaction; Specific Pathogen-Free Organisms; Spike Glycoprotein, Coronavirus; Viral Envelope Proteins","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",106
"A reliable, practical, and economical protocol for inducing diarrhea and severe dehydration in the neonatal calf.","Fifteen healthy, colostrum-fed, male dairy calves, aged 2 to 7 d were used in a study to develop a diarrhea protocol for neonatal calves that is reliable, practical, and economical. After instrumentation and recording baseline data, diarrhea and dehydration were induced by administering milk replacer [16.5 mL/kg of body weight (BW), PO], sucrose (2 g/kg in a 20% aqueous solution, p.o.), spironolactone and hydrochlorothiazide (1 mg/kg, PO) every 8 h, and furosemide (2 mg/kg, i.m., q6h). Calves we","Walker, Constable, Morin, Drackley, Foreman, Thurmon","https://www.google.com/search?q=A+reliable,+practical,+and+economical+protocol+for+inducing+diarrhea+and+severe+dehydration+in+the+neonatal+calf.","19981016","Animals; Animals, Newborn; Blood Glucose; Blood Proteins; Body Temperature; Body Weight; Cattle; Colostrum; Dehydration; Diarrhea; Electrolytes; Feces; Furosemide; Hemodynamics; Hydrochlorothiazide; Male; Spironolactone; Sucrose","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",107
"Effects of Newcastle disease vaccines and Newcastle disease/infectious bronchitis combination vaccines on the head-associated lymphoid tissues of the chicken.","Ten Newcastle disease virus (NDV) and 10 NDV and infectious bronchitis virus (IBV) combination vaccines (NDV/IBV) were evaluated for their effect on the head-associated lymphoid tissue (HALT) of 2-wk-old chicks. After vaccination, the chicks were subjected to an in vivo assay that measures the ability of the gland of Harder (GH) to respond to killed Brucella abortus antigen given in the eye by titering B. abortus antibodies in the tears. Following this, several sites in the HALT and trachea were","Montgomery, Maslin, Boyle","https://www.google.com/search?q=Effects+of+Newcastle+disease+vaccines+and+Newcastle+disease/infectious+bronchitis+combination+vaccines+on+the+head-associated+lymphoid+tissues+of+the+chicken.","19970827","Animals; Antibodies, Bacterial; Antibody Formation; Antigens, Bacterial; Brucella abortus; Chickens; Coronavirus Infections; Head; Infectious bronchitis virus; Lymphoid Tissue; Newcastle Disease; Poultry Diseases; Tears; Trachea; Vaccines, Combined; Viral Vaccines","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",108
"Isolation, pathogenicity, and H120 protection efficacy of infectious bronchitis viruses isolated in Taiwan.","Seven isolates of infectious bronchitis (IB) virus (IBV) were isolated from two breeder farms and five broiler farms in Taiwan in 1992. The cardinal signs of disease in breeders were egg production drops and watery albumen, and those in broilers were respiratory distress and renal urate deposition or death. All diseased chickens had been vaccinated with IB vaccines (mostly H120). The viruses were isolated and identified by chicken embryo inoculation and electron microscopy. The genomes of the is","Wang, Hsieh, Chang","https://www.google.com/search?q=Isolation,+pathogenicity,+and+H120+protection+efficacy+of+infectious+bronchitis+viruses+isolated+in+Taiwan.","19970204","Animals; Chickens; Coronavirus Infections; Genotype; Infectious bronchitis virus; Poultry Diseases; Random Amplified Polymorphic DNA Technique; Taiwan; Viral Vaccines","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",109
"Role of virus-specific CD4+ cytotoxic T cells in recovery from mouse hepatitis virus infection.","Macrophages and T lymphocytes play an important role in recovery from viral infections. During mouse hepatitis virus (MHV-A59) infection, a clear virus-specific class II-restricted cytotoxic T-cell response is generated. Transfer of these CD4+ cytotoxic T cells (CTL) into naive mice protects against a lethal challenge with MHV. However, their in vivo antiviral effector mechanism is not yet clear. To further investigate a possible effector mechanism, we studied the effect of adoptive transfer of ","Wijburg, Heemskerk, Sanders, Boog, Van Rooijen","https://www.google.com/search?q=Role+of+virus-specific+CD4++cytotoxic+T+cells+in+recovery+from+mouse+hepatitis+virus+infection.","19960807","Animals; Antibodies, Viral; CD4-Positive T-Lymphocytes; Cell Culture Techniques; Coronavirus Infections; Hepatitis, Viral, Animal; Immunotherapy, Adoptive; Liver; Lymphocyte Transfusion; Male; Mice; Mice, Inbred BALB C; Murine hepatitis virus; Spleen; T-Lymphocytes, Cytotoxic","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",110
"Hepatitis mutants of mouse hepatitis virus strain A59.","MHV-A59 causes acute meningoencephalitis and hepatitis in susceptible mice, and a persistent productive, but nonlytic, infection of cultured glial cells. We have shown previously that viruses isolated from persistently infected glial cell cultures have a fusion-defective phenotype and were impaired in their abilities to cause hepatitis compared to wild-type MHV-A59. Two mutants chosen for detailed study, B11 and C12, display two distinct hepatitis phenotypes. The ability of B11 to replicate in t","Hingley, Gombold, Lavi, Weiss","https://doi.org/10.1007/978-1-4615-1899-0_92","19961016","Animals; Brain; Coronavirus Infections; Genes, Viral; Hepatitis, Viral, Animal; Liver; Membrane Glycoproteins; Mice; Mice, Inbred C57BL; Murine hepatitis virus; Mutation; Spike Glycoprotein, Coronavirus; Viral Envelope Proteins; Virus Replication","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",111
"Efficacy of an inactivated vaccine against clinical disease caused by canine coronavirus.","Canine Coronavirus (CCV) is a causative agent of diarrhea in dogs. The reproduction of severe clinical disease with experimental CCV infection has been difficult. We have recently developed a CCV challenge model which reproduced clinical signs of disease in susceptible dogs. The following study was designed to determine whether immunization with an inactivated CCV vaccine would protect dogs from clinical disease induced using this model. Dogs (n = 13) were vaccinated with an inactivated CCV vacc","Fulker, Wasmoen, Atchison, Chu, Acree","https://doi.org/10.1007/978-1-4615-1899-0_37","19961016","Animals; Coronavirus; Coronavirus Infections; Diarrhea; Dog Diseases; Dogs; Female; Male; Time Factors; Vaccines, Inactivated; Viral Vaccines; Virus Shedding","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",112
"Specific T-cell response correlates with resistance of genetic heterogeneous mouse populations to mouse hepatitis virus 3 infection.","In a recently published study [VassÃ£o RC, Mello IGC, Pereira CA (1994) Arch Virol 137: 277-288] we have shown that the genetically selected high antibody responder mice (HIII) are susceptible and the low antibody responder counterparts (LIII) are resistant to death induced by experimental infection with mouse hepatitis virus 3 (MHV3). This report shows that the MHV3 titers in the peritoneal exudate (PE) of HIII mice, 3 days after infection, were more than 2 log greater than in the resistant LII","VassÃ£o, Cabrera, Ibanez, Pereira","https://doi.org/10.1007/bf01322749","19950920","Animals; Antibodies, Monoclonal; CD4-Positive T-Lymphocytes; CD8-Positive T-Lymphocytes; Cells, Cultured; Coronavirus Infections; Hepatitis, Viral, Animal; Immunity, Innate; Interferon-gamma; Interleukin-2; Lymphocyte Depletion; Mice; Murine hepatitis virus; Rats; T-Lymphocytes; Tumor Cells, Cultured","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",113
"Cellular immune status of coronavirus-infected neonatal calves.","A preliminary study was conducted to determine the cellular immune status of neonatal, colostrum-deprived calves following inoculation with either attenuated or virulent bovine coronavirus (BCV). Uninfected calves served as controls. To determine the intestinal and systemic cellular immune status, we performed MHC-restricted cytotoxic lymphocyte (CTL) assay on mesenteric lymphocytes, enumerated T cell subsets in peripheral blood lymphocytes, and examined histopathological alterations in mesenter","Kapil, Goyal, Trent","https://doi.org/10.1016/0147-9571(94)90038-8","19941110","Animals; Animals, Newborn; Cattle; Cattle Diseases; Coronavirus Infections; Coronavirus, Bovine; Cytotoxicity Tests, Immunologic; Immunity, Cellular; Male; T-Lymphocyte Subsets","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",114
"MHV-A59 fusion mutants are attenuated and display altered hepatotropism.","Mouse hepatitis virus strain A59 causes a persistent productive, but nonlytic, infection of cultured glial cells. We have mutants isolated from persistently infected glial cell cultures which have been shown to be fusion-defective due to a histidine to aspartic acid mutation (H716D) near the cleavage site of the peplomer protein, S. Here, we examine the pathogenicity of these mutants and show differences in hepatotropism and virulence compared to wild-type virus (WT). Two mutants chosen for deta","Hingley, Gombold, Lavi, Weiss","https://doi.org/10.1006/viro.1994.1156","19940414","Amino Acid Sequence; Animals; Antigens, Viral; Brain; Coronavirus Infections; Demyelinating Diseases; Liver; Membrane Fusion; Mice; Mice, Inbred C57BL; Molecular Sequence Data; Murine hepatitis virus; Mutation; Neuroglia; Organ Specificity; Viral Proteins; Virulence","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",115
"Seroprevalence of infectious disease agents in free-ranging Florida panthers (Felis concolor coryi).","Serum samples obtained from 38 free-ranging Florida panthers (Felis concolor coryi) in southern Florida, March 1978 through February 1991, were tested for antibodies against eight bacterial, parasitic, and viral disease agents. Sera were positive for antibodies against feline panleukopenia virus (FPV) (78%), feline calicivirus (56%), feline immunodeficiency virus/puma lentivirus (37%), feline enteric coronavirus/feline infectious peritonitis virus (19%), and Toxoplasma gondii (9%). All samples w","Roelke, Forrester, Jacobson, Kollias, Scott, Barr, Evermann, Pirtle","https://doi.org/10.7589/0090-3558-29.1.36","19930402","Animals; Antibodies, Bacterial; Antibodies, Protozoan; Antibodies, Viral; Brucella; Brucellosis; Carnivora; Female; Florida; Male; Prevalence; Toxoplasma; Toxoplasmosis, Animal; Virus Diseases","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",116
"Differential in vitro inhibition of feline enteric coronavirus and feline infectious peritonitis virus by actinomycin D.","The growth of feline enteric coronavirus strain 79-1683 in whole feline embryo cells was inhibited by the presence of 1 microgram/ml of actinomycin D in the culture fluid. No virus-specific mRNAs could be detected in such cultures and yields of infectious virus were depressed by &gt; 99%. By contrast, the antigenically related feline infectious peritonitis virus strain 79-1146 was unaffected by the presence of actinomycin D, indicating a fundamental difference between the two feline coronavirus ","Lewis, Harbour, Beringer, Grinsted","https://doi.org/10.1099/0022-1317-73-12-3285","19930125","Animals; Cats; Coronaviridae; Coronavirus, Feline; Dactinomycin; Drug Administration Schedule; RNA, Viral; Virus Replication","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",117
"Single amino acid changes in the viral glycoprotein M affect induction of alpha interferon by the coronavirus transmissible gastroenteritis virus.","Transmissible gastroenteritis virus, an enteropathogenic coronavirus of swine, is a potent inducer of alpha interferon (IFN-alpha) both in vitro and in vivo. Previous studies have shown that virus-infected fixed cells or viral suspensions were able to induce an early and strong IFN-alpha synthesis by naive lymphocytes. Two monoclonal antibodies directed against the viral membrane glycoprotein M (29,000; formerly E1) were found to markedly inhibit virus-induced IFN production, thus assigning to M","Laude, Gelfi, Lavenant, Charley","https://www.google.com/search?q=Single+amino+acid+changes+in+the+viral+glycoprotein+M+affect+induction+of+alpha+interferon+by+the+coronavirus+transmissible+gastroenteritis+virus.","19920214","Amino Acid Sequence; Animals; Antibodies, Monoclonal; Antigens, Viral; Base Sequence; Cell Line; Cells, Cultured; Interferon Inducers; Interferon-alpha; Kidney; Kinetics; Lymphocytes; Male; Molecular Sequence Data; Mutagenesis, Site-Directed; Neutralization Tests; Oligodeoxyribonucleotides; RNA, Viral; Swine; Testis; Transmissible gastroenteritis virus; Viral Matrix Proteins","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",118
"Responses of mice to murine coronavirus immunization.","Oral and/or intranasal inoculation of susceptible mouse genotypes with the JHM strain of mouse hepatitis virus (MHV-JHM) consistently results in T cell dysfunction as reflected by in vitro proliferative responses to mitogens or allogeneic cells. One approach to examining the mechanism responsible for the observed functional T cell suppression is to determine whether virus replication is required for its induction. To this end, mice were inoculated oronasally with MHV-JHM that was inactivated wit","Smith, de Souza, Finzi, Barthold","https://doi.org/10.1007/bf01309627","19920901","Animals; Antigens, Viral; Female; Ficusin; Hepatitis, Viral, Animal; Mice; Mice, Inbred BALB C; Murine hepatitis virus; Propiolactone; Spleen; T-Lymphocytes; Ultraviolet Rays; Vaccination; Viral Vaccines; Virus Replication","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",119
"[Feline immunodeficiency virus in Switzerland: clinical aspects and epidemiology in comparison with feline leukemia virus and coronaviruses].","Serum samples from 1421 domestic cats (561 healthy, 860 sick) were tested for FIV-, FeLV- and coronavirus infection. The results were stored in a computer data base and compared with epidemiologic data and clinical findings. All 3 infections were significantly more prevalent in sick than healthy cats: FIV was found in 0.7% of healthy and 3.4% of sick cats. For FeLV the prevalence was 3.0% and 13.0% and for coronavirus 21% and 36.2%, respectively. FIV-infected cats were mostly male (73%); no sex ","Lutz, Lehmann, Winkler, Kottwitz, Dittmer, Wolfensberger, Arnold","https://www.google.com/search?q=[Feline+immunodeficiency+virus+in+Switzerland:+clinical+aspects+and+epidemiology+in+comparison+with+feline+leukemia+virus+and+coronaviruses].","19900927","Animals; Cat Diseases; Cats; Coronaviridae Infections; Female; Leukemia; Leukemia Virus, Feline; Male; Prevalence; Retroviridae Infections; Switzerland","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",120
"NTP Toxicology and Carcinogenesis Studies of Benzyl Alcohol (CAS No. 100-51-6) in F344/N Rats and B6C3F1 Mice (Gavage Studies).","Toxicology and carcinogenesis studies of technical-grade benzyl alcohol (99% pure), a textile dye additive, solvent, and food flavoring agent, were conducted by administering the chemical by gavage in corn oil vehicle to groups of F344/N rats and B6C3F1 mice of each sex for 16 days, 13 weeks, or 2 years. Short-Term Studies: In 16-day studies, all five male and five female rats and mice dosed with 2,000 mg/kg benzyl alcohol died. Two of five male and 3/5 female rats and 1/5 male and 2/5 female mi","","https://www.google.com/search?q=NTP+Toxicology+and+Carcinogenesis+Studies+of+Benzyl+Alcohol+(CAS+No.+100-51-6)+in+F344/N+Rats+and+B6C3F1+Mice+(Gavage+Studies).","20191120",NA,"PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",121
