,title,abstract,authors,link,date,subject,source,initial_decision,q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,exclusion_reason,extraction_date
237,Surgical Education in the Time of COVID: Understanding the Early Response of Surgical Training Programs to the Novel Coronavirus Pandemic,"Describe the early impact of the COVID-19 pandemic on general surgery residency training nationwide. A 31-question electronic survey was distributed to general surgery program directors. Qualitative data underwent iterative coding analysis. Quantitative data were evaluated with summary statistics and bivariate analyses. Eighty-four residency programs (33.6% response rate) with representation across US geographic regions, program affiliations, and sizes. Widespread changes were observed in the surgical training environment. One hundred percent of programs reduced the number of residents on rounds and 95.2% reduced the size of their in-hospital resident workforce; on average, daytime staffing decreased by nearly half. With telehealth clinics (90.5%) and remote inpatient consults (26.2%), both clinical care and resident didactics (86.9%) were increasingly virtual, with similar impact across all program demographics. Conversely, availability of some wellness initiatives was significantly higher among university programs than independent programs, including childcare (51.2% vs 6.7%), housing (41.9% vs 13.3%), and virtual mental health services (83.7% vs 53.3%). Changes in clinical care delivery dramatically reduced in face-to-face learning opportunities for surgical trainees during the COVID-19 pandemic. While this effect had equal impact across all program types, sizes, and geographies, the same cannot be said for wellness initiatives. Though all programs initiated some strategies to protect resident health, the disparity between university programs and independent programs may be cause for action.","White, Shaughnessy, Esposito, Slade, Korah, Yoo",https://doi.org/10.1016/j.jsurg.2020.07.036,20201201.0,COVID-19; coronavirus; general surgery; graduate medical education; resident wellness; virtual education,PubMed,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
238,COVID-19 and Parent-Child Psychological Well-being,"The outbreak of coronavirus disease 2019 has changed American society in ways that are difficult to capture in a timely manner. With this study, we take advantage of daily survey data collected before and after the crisis started to investigate the hypothesis that the crisis has worsened parents' and children's psychological well-being. We also examine the extent of crisis-related hardships and evaluate the hypothesis that the accumulation of hardships will be associated with parent and child psychological well-being. Daily survey data were collected between February 20 and April 27, 2020, from hourly service workers with a young child (aged 2-7) in a large US city (<i>N</i> = 8222 person-days from 645 individuals). A subsample completed a one-time survey about the effects of the crisis fielded between March 23 and April 26 (subsample <i>n</i> = 561). Ordered probit models revealed that the frequency of parent-reported daily negative mood increased significantly since the start of the crisis. Many families have experienced hardships during the crisis, including job loss, income loss, caregiving burden, and illness. Both parents' and children's well-being in the postcrisis period was strongly associated with the number of crisis-related hardships that the family experienced. Consistent with our hypotheses, in families that have experienced multiple hardships related to the coronavirus disease 2019 crisis, both parents' and children's mental health is worse. As the crisis continues to unfold, pediatricians should screen for mental health, with particular attention to children whose families are especially vulnerable to economic and disease aspects of the crisis.","Gassman-Pines, Ananat, Fitz-Henley",https://doi.org/10.1542/peds.2020-007294,20201013.0,"Affect; Betacoronavirus; COVID-19; Child; Child Care; Child Health; Child, Preschool; Coronavirus Infections; Cost of Illness; Health Surveys; Humans; Income; Mental Health; Pandemics; Parent-Child Relations; Parents; Pneumonia, Viral; SARS-CoV-2; Unemployment; Vulnerable Populations",PubMed,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
239,Work-Related and Personal Factors Associated With Mental Well-Being During the COVID-19 Response: Survey of Health Care and Other Workers,"The response to the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic has created an unprecedented disruption in work conditions. This study describes the mental health and well-being of workers both with and without clinical exposure to patients with coronavirus disease (COVID-19). The aim of this study is to measure the prevalence of stress, anxiety, depression, work exhaustion, burnout, and decreased well-being among faculty and staff at a university and academic medical center during the SARS-CoV-2 pandemic and describe work-related and personal factors associated with their mental health and well-being. All faculty, staff, and postdoctoral fellows of a university, including its medical school, were invited in April 2020 to complete an online questionnaire measuring stress, anxiety, depression, work exhaustion, burnout, and decreased well-being. We examined associations between these outcomes and factors including work in high-risk clinical settings and family/home stressors. There were 5550 respondents (overall response rate of 34.3%). Overall, 34% of faculty and 14% of staff (n=915) were providing clinical care, while 61% of faculty and 77% of staff were working from home. Among all workers, anxiety (prevalence ratio 1.37, 95% CI 1.09-1.73), depression (prevalence ratio 1.28, 95% CI 1.03-1.59), and high work exhaustion (prevalence ratio 1.24, 95% CI 1.13-1.36) were independently associated with community or clinical exposure to COVID-19. Poor family-supportive behaviors by supervisors were also associated with these outcomes (prevalence ratio 1.40, 95% CI 1.21-1.62; prevalence ratio 1.69, 95% CI 1.48-1.92; and prevalence ratio 1.54, 95% CI 1.44-1.64, respectively). Age &lt;40 years and a greater number of family/home stressors were also associated with these poorer outcomes. Among the subset of clinicians, caring for patients with COVID-19 and working in high-risk clinical settings were additional risk factors. Our findings suggest that the pandemic has had negative effects on the mental health and well-being of both clinical and nonclinical employees. Mitigating exposure to COVID-19 and increasing supervisor support are modifiable risk factors that may protect mental health and well-being for all workers.","Evanoff, Strickland, Dale, Hayibor, Page, Duncan, Kannampallil, Gray",https://doi.org/10.2196/21366,20200904.0,"COVID-19; coronavirus; health care workers; mental health; occupational health; pandemic; remote work; worker well-being; Adult; Anxiety; Betacoronavirus; COVID-19; Coronavirus Infections; Depression; Female; Health Personnel; Humans; Male; Mental Health; Occupational Diseases; Pandemics; Pneumonia, Viral; Prevalence; Risk Factors; SARS-CoV-2; Surveys and Questionnaires",PubMed,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
240,Has loneliness increased during COVID-19? Comment on &quot;Loneliness: A signature mental health concern in the era of COVID-19&quot;,,"Sutin, Luchetti, Terracciano",https://doi.org/10.1016/j.psychres.2020.113295,20200907.0,"Betacoronavirus; COVID-19; Coronavirus Infections; Humans; Loneliness; Mental Health; Pandemics; Pneumonia, Viral; SARS-CoV-2",PubMed,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
241,Rethinking 'essential' and 'nonessential': the developmental paediatrician's COVID-19 response,"While terms such as 'essential' and 'nonessential' used amidst the COVID-19 pandemic may serve a practical purpose, they also pose a risk of obstructing our view of the harmful indirect health consequences of this crisis. SARS-CoV-2 cases and deaths in children are minimal compared to adults, but the pandemic impacts other 'essential' aspects of children's health including child development and the associated areas of paediatric behaviour, mental health, and maltreatment. Alongside the management of severe SARS-CoV-2 cases in emergency rooms and intensive care units, continuing to care for children with developmental disabilities must also be concurrently championed as 'essential' during this crisis. The potentially devastating lifelong effects of the pandemic and isolation on an already vulnerable population demand that action be taken now. Video conferences and phone calls are 'essential' instruments we can use to continue to provide quality care for our patients.","Fung, Ricci",https://doi.org/10.1093/pch/pxaa077,20200928.0, Child behaviour; COVID-19; Child development; Coronavirus; Pandemics,PubMed,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
242,Psychological Distress and Its Correlates Among COVID-19 Survivors During Early Convalescence Across Age Groups,"To examine the psychological distress and the associated predictor factors of the 2019 corona-virus disease (COVID-19) on survivors in the early convalescence in Shenzhen. A survey questionnaire consisting of post-traumatic stress disorder self-rating scale (PTSD-SS), self-rating depression scale (SDS), and self-rating anxiety scale (SAS) was presented to COVID-19 survivors still in quarantine. Scores of each scale and subscale were dependent variables in the Mann-Whitney test and stepwise regression analysis. A total of 126 subjects were included in the study, the mean scores of PTSD-SS, SDS, and SAS were 45.5 Â± 18.9, 47.3 Â± 13.1, and 43.2 Â± 10.2, respectively, meanwhile, 9 (31.0%), 28 (22.2%), and 48 (38.1%) of the survivors met the cut-score for clinical significant symptoms of stress response, anxiety, and depression, respectively. Infected family members, and postinfection physical discomforts were significantly associated with scores on all three scales. Social support, retirement, and being female had significant associations with the PTSD-SS score. The survivors aged 60 or above experienced less severe stress response symptoms, fewer emotional symptoms of depression, and fewer anxiety symptoms than younger survivors. The occurrence rate of psychological distress among the COVID-19 survivors in early convalescence was high, highlighting the need for all COVID-19 survivors to be screened for psychological distress regularly for timely intervention. The predictors indicated by the current study may help to identify those at high-risk. Besides, the results indicated the older survivors suffered less emotional reactivity and fewer stress response symptoms from infectious diseases than the younger ones.","Cai, Hu, Ekumi, Wang, An, Li, Yuan",https://doi.org/10.1016/j.jagp.2020.07.003,20200924.0,"COVID-19; anxiety; depression; older age; psychological distress; stress response; survivors; Adult; Age Factors; Aged; Anxiety; Betacoronavirus; COVID-19; China; Convalescence; Coronavirus Infections; Depression; Employment; Family; Female; Humans; Male; Middle Aged; Pandemics; Pneumonia, Viral; Protective Factors; Psychological Distress; Retirement; Risk Factors; SARS-CoV-2; Severity of Illness Index; Sex Factors; Social Support; Stress Disorders, Post-Traumatic; Stress, Psychological; Survivors",PubMed,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
243,Comment on &quot;Digital Mental Health and COVID-19: Using Technology Today to Accelerate the Curve on Access and Quality Tomorrow&quot;,,"Jain, Jayaram",https://doi.org/10.2196/23023,20200928.0,Australia; COVID-19; telepsychiatry,PubMed,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
244,Emotional &quot;inflection point&quot; in public health emergencies with the 2019 new coronavirus pneumonia (NCP) in China,"The outbreak of the new coronavirus pneumonia (NCP) in Wuhan, Hubei, has caused very serious consequences and severely affected people's lives and mental health. The outbreak will cause bad emotions such as tension, anxiety, fear, and so on. College students who have returned home from school face infection, isolation, and delay in starting school, and thus, their emotional stress should be observed. This study used self-designed questionnaires and artificial intelligence (AI) to assess and analyze the emotional state of over 30,000 college students during the outbreak period in January (T1) and home quarantine in February (T2). This survey used online questionnaire (www.wjx.cn) to investigate the emotion information of college students. In the T1 survey, the &quot;Typhoon Eye Effect&quot; appeared. College students in Hubei are calmer than those outside Hubei in T1. However, in T2, an emotional &quot;infection point&quot; appeared, there was an &quot;Exposure Effect&quot;, the negative emotions of students in Hubei largely increased and became higher than students outside Hubei. This survey found that there is an emotional &quot;infection point&quot; in February among college students, especially in the Hubei area. College students in Hubei are calmer than those outside Hubei in T1. In contrast, college students in Hubei were more nervous and scared than those outside Hubei in T2. This epidemic has caused the students to experience significant pressure and negative emotions. Therefore, universities and society should pay attention to their emotional adjustment, there are some suggestions such as establish the mental health organizations, test students' emotion status regularly.","Zhang, Cao, Wang, Wang, Lei, Shou, Xie, Huang, Luo, Luo, Bian, Zhang, Xiao",https://doi.org/10.1016/j.jad.2020.07.097,20200909.0,"College students; Emotional â€œinflection pointâ€; New coronavirus pneumonia (NCP); Self-regulation; Adolescent; Anxiety; Artificial Intelligence; Betacoronavirus; COVID-19; China; Coronavirus Infections; Disease Outbreaks; Emergencies; Emotions; Female; Humans; Male; Mental Health; Pandemics; Pneumonia, Viral; Public Health; SARS-CoV-2; Students; Surveys and Questionnaires; Young Adult",PubMed,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
245,Elbogen et al Respond to &quot;Stressors and Suicide Attempts in a Time of COVID-19&quot;,,"Elbogen, Lanier, Montgomery, Strickland, Wagner, Tsai",https://doi.org/10.1093/aje/kwaa149,20201109.0,"Betacoronavirus; COVID-19; Coronavirus Infections; Humans; Pandemics; Pneumonia, Viral; SARS-CoV-2; Stress, Psychological; Suicide, Attempted",PubMed,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
246,"Experiences of American Older Adults with Pre-existing Depression During the Beginnings of the COVID-19 Pandemic: A Multicity, Mixed-Methods Study","To determine the effect of the COVID-19 pandemic on the mental health of older adults with pre-existing major depressive disorder (MDD). Participants were 73 community-living older adults with pre-existing MDD (mean age 69 [SD 6]) in Los Angeles, New York, Pittsburgh, and St Louis. During the first 2 months of the pandemic, the authors interviewed participants with a semistructured qualitative interview evaluating access to care, mental health, quality of life, and coping. The authors also assessed depression, anxiety, and suicidality with validated scales and compared scores before and during the pandemic. Five themes from the interviews highlight the experience of older adults with MDD: 1) They are more concerned about the risk of contracting the virus than the risks of isolation. 2) They exhibit resilience to the stress and isolation of physical distancing. 3) Most are not isolated socially, with virtual contact with friends and family. 4) Their quality of life is lower, and they worry their mental health will suffer with continued physical distancing. 5) They are outraged by an inadequate governmental response to the pandemic. Depression, anxiety, and suicidal ideation symptom scores did not differ from scores before the pandemic. Most older adults with pre-existing MDD show resilience in the first 2 months of the COVID-19 pandemic but have concerns about the future. Policies and interventions to provide access to medical services and opportunities for social interaction are needed to help to maintain mental health and quality of life as the pandemic continues.","Hamm, Brown, Karp, Lenard, Cameron, Dawdani, Lavretsky, Miller, Mulsant, Pham, Reynolds, Roose, Lenze",https://doi.org/10.1016/j.jagp.2020.06.013,20200907.0,"Covid-19 Pandemic; anxiety; depression; resilience; Aged; Anxiety; Betacoronavirus; COVID-19; Comorbidity; Coronavirus Infections; Depressive Disorder, Major; Female; Humans; Male; Pandemics; Pneumonia, Viral; Qualitative Research; Quality of Life; SARS-CoV-2; Suicidal Ideation; United States",PubMed,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
247,Adapting Neurosurgery Practice During the COVID-19 Pandemic in the Indian Subcontinent,"The coronavirus 2019 (COVID-19) pandemic has changed the practice of neurosurgery. Significant resources have been dedicated to the disease. The pandemic in the Indian subcontinent, compared with the rest of the world, is relatively delayed. The neurosurgical practice cannot remain unaffected by hugely disruptive measures such as a lockdown. The inevitable increase in COVID infections with the gradual relaxation of lockdown continues to pose a risk for health care providers. Therefore, it is imperative to evaluate whether the pandemic has had a discernible effect on health care providers, especially in terms of practice modifications in private establishments and publicly funded hospitals, the emotional impact on the surgeon, and the influence of social media on the psyche of the surgeon. An online questionnaire-based survey was prepared, with questions related to the COVID-specific themes of precautions taken in outpatient services and operating theaters, the influence of social media, the economic loss incurred, and the perceptible impact of telemedicine and webinars. The links to the survey were mailed to neurosurgeons in private and public practice countrywide. The responses were anonymized to ensure free and unbiased answers to the survey questions. A total of 176 responses were received from across the Indian subcontinent. The median age of respondents was 39 years (range, 32-70 years) and the postresidency experience was 7 years (range, 0-34 years). Respondents were an equitable mix of public and private practitioners. Of respondents, 46% were practicing restricted outpatient services, more in public institutions (PÂ = 0.22) which also had a higher incidence of tele-outpatient services (26% vs. 17%). Wearing surgical masks, N95 masks, and gloves were the most commonly practiced precautionary measures in outpatient services (&gt;60%). Although private practitioners were continuing elective cases (40%), public institutes were more cautious, with only emergency patients being operated on (29%). The greatest fear among all practitioners was passing the infection to their family (75%). Social media were helpful for brainstorming queries and updating practice modifications, but some surgeons admitted to receiving threats on social media platforms (37.5%). Depression and economic losses were palpable for approximately 30% neurosurgeons. The survey highlights the perception of neurosurgeons toward the pandemic and the difference in public-private practice. Suspension of elective procedures, severe curtailment of regular outpatient appointments, drastic modifications of the normal outpatient department/operating room practices, and apprehensions related to inadequacy of safety provided by personal protective equipment use and financial losses of private establishments were some of the visible themes in our survey results. Although telemedicine has not been as widely adopted as expected, online education has been favorably received.","Deora, Mishra, Tripathi, Garg, Tandon, Borkar, Varshney, Raut, Chaurasia, Chandra, Kale",https://doi.org/10.1016/j.wneu.2020.07.038,20201009.0,"COVID-19; Coronavirus; Neurosurgery; Social media; Academic Medical Centers; Adult; Aged; Ambulatory Care; Betacoronavirus; COVID-19; Coronavirus Infections; Depression; Economics; Elective Surgical Procedures; Hospitals, Private; Hospitals, Public; Humans; India; Middle Aged; Neurosurgeons; Neurosurgery; Neurosurgical Procedures; Pandemics; Personal Protective Equipment; Pneumonia, Viral; Professional Practice; SARS-CoV-2; Social Media; Surveys and Questionnaires; Telemedicine",PubMed,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
248,Mapping population mental health concerns related to COVID-19 and the consequences of physical distancing: a Google trends analysis,"<b>Background:</b> The 2020 Coronavirus pandemic is a major international public health challenge. Â Governments have taken public health protection measures to reduce the spread of the virus through non-pharmalogical measures. The impact of the pandemic and the public health response on individual and population mental health is unknown.Â <b>Methods:</b> We used Google Trends data (1 Jan 2020 - Â 30 Mar 2020) to investigate the impact of the pandemic and government measures to curb it on people's concerns, as indexed by changes in search frequency for topics indicating mental distress, social and economic stressors and mental health treatment-seeking. We explored the changes of key topics in Google trends in Italy, Spain, USA, UK, and Worldwide in relation to sentinel events during the pandemic. <b>Results:</b> Globally there appears to be significant concerns over the financial and work-related consequences of the pandemic, with some evidence that levels of fear are rising. Conversely relative searching for topics related to depression and suicide fell after the pandemic was announced, with some evidence that searches for the latter have risen recently. Concerns over education and access to medication appear to be particular social stressors. Whilst searches for face-to-face treatments have declined, those for self-care have risen. <b>Conclusions:</b> Monitoring Google trends shows promise as a means of tracking changing public concerns. In weeks to come it may enable policy makers to assess the impact of their interventions including those aiming to limit negative consequences, such as government funded financial safety nets.","Knipe, Evans, Marchant, Gunnell, John",https://doi.org/10.12688/wellcomeopenres.15870.2,20200928.0,Anxiety; COVID-19; Coronavirus; Depression; Economic; Mental health; Pandemic; Suicide,PubMed,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
249,The effects of COVID-19 on self-harm in UK prisons,"Self-harm is a major international public health concern and is especially prevalent among prisoners. In this editorial, we explore recent trends in prisoner self-harm during the coronavirus lockdown, and consider strategies for improving the prevention and management of self-harm in prisons as we emerge from the pandemic.","Hewson, Green, Shepherd, Hard, Shaw",https://doi.org/10.1192/bjb.2020.83,20200928.0,COVID-19; Coronavirus; forensic mental health services; prison; self-harm,PubMed,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
250,COVID-19 and Telepsychiatry: Development of Evidence-Based Guidance for Clinicians,"The coronavirus disease (COVID-19) presents unique challenges in health care, including mental health care provision. Telepsychiatry can provide an alternative to face-to-face assessment and can also be used creatively with other technologies to enhance care, but clinicians and patients may feel underconfident about embracing this new way of working. The aim of this paper is to produce an open-access, easy-to-consult, and reliable source of information and guidance about telepsychiatry and COVID-19 using an evidence-based approach. We systematically searched existing English language guidelines and websites for information on telepsychiatry in the context of COVID-19 up to and including May 2020. We used broad search criteria and included pre-COVID-19 guidelines and other digital mental health topics where relevant. We summarized the data we extracted as answers to specific clinical questions. Findings from this study are presented as both a short practical checklist for clinicians and detailed textboxes with a full summary of all the guidelines. The summary textboxes are also available on an open-access webpage, which is regularly updated. These findings reflected the strong evidence base for the use of telepsychiatry and included guidelines for many of the common concerns expressed by clinicians about practical implementation, technology, information governance, and safety. Guidelines across countries differ significantly, with UK guidelines more conservative and focused on practical implementation and US guidelines more expansive and detailed. Guidelines on possible combinations with other digital technologies such as apps (eg, from the US Food and Drug Administration, the National Health Service Apps Library, and the National Institute for Health and Care Excellence) are less detailed. Several key areas were not represented. Although some special populations such as child and adolescent, and older adult, and cultural issues are specifically included, important populations such as learning disabilities, psychosis, personality disorder, and eating disorders, which may present particular challenges for telepsychiatry, are not. In addition, the initial consultation and follow-up sessions are not clearly distinguished. Finally, a hybrid model of care (combining telepsychiatry with other technologies and in-person care) is not explicitly covered by the existing guidelines. We produced a comprehensive synthesis of guidance answering a wide range of clinical questions in telepsychiatry. This meets the urgent need for practical information for both clinicians and health care organizations who are rapidly adapting to the pandemic and implementing remote consultation. It reflects variations across countries and can be used as a basis for organizational change in the short- and long-term. Providing easily accessible guidance is a first step but will need cultural change to implement as clinicians start to view telepsychiatry not just as a replacement but as a parallel and complementary form of delivering therapy with its own advantages and benefits as well as restrictions. A combination or hybrid approach can be the most successful approach in the new world of mental health post-COVID-19, and guidance will need to expand to encompass the use of telepsychiatry in conjunction with other in-person and digital technologies, and its use across all psychiatric disorders, not just those who are the first to access and engage with remote treatment.","Smith, Ostinelli, Macdonald, Cipriani",https://doi.org/10.2196/21108,20200928.0,COVID-19; digital mental health; evidence-based guidance; mental health; systematic review; telepsychiatry,PubMed,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
251,Mental health in chronic disease patients during the COVID-19 quarantine in Greece,"To investigate the effect of the time spent on quarantine on distress, anxiety, depression, and somatization of chronic disease patients during the COVID-19 quarantine in Greece and the differences in these parameters between healthy individuals and chronic disease patients. The sample consisted of 943 healthy individuals and 163 patients (respiratory, autoimmune, cardiovascular, endocrine, patients with other diseases, and patients with more than one disease) completing sociodemographic assessments as well as the 4-Dimensional Symptom Questionnaire (4DSQ) during March 30, 2020 to May 3, 2020. Pearson's correlation was used to search for the association between time spent on quarantine and the 4DSQ subscales (distress, anxiety, depression, and somatization). Independent sample T-test and Glass's Î” were used for differences between healthy individuals and chronic disease patients in these subscales, an analysis also carried out between healthy individuals and all patient subgroups. No statistically significant correlations were noted between the 4DSQ subscales and the quarantine duration, both for the patient and the healthy individuals' group. Chronic disease patients had significantly higher levels of distress (p = 0.001, Î” = 0.28) and somatization (p = 0.000, Î” = 0.47), but not there were no significant differences in anxiety (p = 0.098, Î” = 0.14) and depression (p = 0.052, Î” = 0.19). Concerning head-to-head comparisons between the healthy individuals' group and each patient group, significantly higher scores in distress were found only for patients with respiratory diseases (p = 0.028, Î” = 0.42). Regarding somatization, significantly higher scores were noted for the healthy individuals' group compared with patients with autoimmune diseases (p = 0.010, Î” = 0.62), respiratory diseases (p = 0.027, Î” = 0.42), other diseases (p = 0.003, Î” = 0.55), and more than one disease (p = 0.012, Î” = 0.60). No statistically significant differences were found in anxiety and depression. The results of this study indicate that interventional programs for chronic disease patients during quarantine should focus on distress and somatization, not on anxiety and depression. Respiratory patients might have more supportive care needs compared with patients with other diseases.","Louvardi, Pelekasis, Chrousos, Darviri",https://doi.org/10.1017/S1478951520000528,20201123.0,"Asthma; Autoimmune; Cardiovascular; Mental health; Pandemic; Adult; Aged; Aged, 80 and over; Betacoronavirus; COVID-19; Chronic Disease; Coronavirus Infections; Female; Greece; Healthy Volunteers; Humans; Male; Mental Disorders; Middle Aged; Pandemics; Pneumonia, Viral; Quarantine; SARS-CoV-2; Stress, Psychological; Surveys and Questionnaires",PubMed,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
252,Management of COVID-19 Response in a Secure Forensic Mental Health Setting: RÃ©ponse Ã la gestion de la COVID-19 dans un Ã©tablissement sÃ©curisÃ© de santÃ© mentale et de psychiatrie lÃ©gale,"The coronavirus disease 2019 (COVID-19) pandemic presents major challenges to places of detention, including secure forensic hospitals. International guidance presents a range of approaches to assist in decreasing the risk of COVID-19 outbreaks as well as responses to manage outbreaks of infection should they occur. We conducted a literature search on pandemic or outbreak management in forensic mental health settings, including gray literature sources, from 2000 to April 2020. We describe the evolution of a COVID-19 outbreak in our own facility, and the design, and staffing of a forensic isolation unit. We found a range of useful guidance but no published experience of implementing these approaches. We experienced outbreaks of COVID-19 on two secure forensic units with 13 patients and 10 staff becoming positive. One patient died. The outbreaks lasted for 41 days on each unit from declaration to resolution. We describe the approaches taken to reduction of infection risk, social distancing and changes to the care delivery model. Forensic secure settings present major challenges as some proposals for pandemic management such as decarceration or early release are not possible, and facilities may present challenges to achieve sustained social distancing. Assertive testing, cohorting, and isolation units are appropriate responses to these challenges.","Simpson, Chatterjee, Darby, Jones, Maheandiran, Penney, Saccoccio, Stergiopoulos, Wilkie",https://doi.org/10.1177/0706743720935648,20200929.0,"COVID-19; forensic mental health; isolation units; secure hospital; Adult; Aged; COVID-19; Comorbidity; Coronavirus Infections; Developmental Disabilities; Female; Forensic Psychiatry; Hospitals, Psychiatric; Humans; Male; Middle Aged; Ontario; Pandemics; Patient Isolation; Pneumonia, Viral; Psychotic Disorders; Substance-Related Disorders",PubMed,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
253,COVID-19 related depression and anxiety among quarantined respondents,"The outbreak of the coronavirus disease (COVID-19) poses an unprecedented threat to public health. Current measures to control the spread include social distancing and quarantine, which may trigger mental health problems. The sample (Nâ€‰=â€‰1160) constituted three groups: people quarantined in an affected area, unaffected areas, and people not in quarantine. The Center for Epidemiological Studies Depression Scale (CES-D-20) and the Goldberg Depression and Anxiety Scale (GAD-7) were administered as measures of depression and anxiety, respectively. The multi-variant logistic and multiple linear regression identified factors associated with depression and anxiety. Probable depression and anxiety were reported by 26.47% and 70.78% of all respondents, respectively. After adjusting for demographic and community variables, quarantined respondents reported a higher likelihood to exhibit symptoms of depression and anxiety than those not quarantined. Respondents living in communities where screening for COVID-19 was required were less likely to report depression and anxiety symptoms. The incidence of depression and anxiety among quarantined respondents was significantly higher than that of respondents not quarantined, and twice as common among quarantined respondents in unaffected areas as those in affected areas. Appropriate community screening may reduce the risk of depression and anxiety during an epidemic.","Tang, Liang, Zhang, Kelifa, He, Wang",https://doi.org/10.1080/08870446.2020.1782410,20210125.0,COVID-19; China; anxiety; depression; quarantine; Adolescent; Adult; Anxiety; COVID-19; China; Cross-Sectional Studies; Depression; Disease Outbreaks; Female; Humans; Male; Quarantine; Young Adult,PubMed,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
254,Lessons on Outbreak Preparedness From the Cleveland Clinic,"Disasters, including infectious disease outbreaks, are inevitable. Hospitals need to plan in advance to ensure that their systems can adapt to a rapidly changing environment if necessary. This review provides an overview of 10 general principles that hospitals and health-care systems should consider when developing disaster plans. The principles are consistent with an &quot;all-hazards&quot; approach to disaster mitigation. This approach is adapted to planning for a multiplicity of threats but emphasizes highly relevant scenarios, such as the coronavirus disease 2019 pandemic. We also describe specific ways these principles helped prepare our hospital for this pandemic. Key points include acting quickly, identifying and engaging key stakeholders early, providing accurate information, prioritizing employee safety and mental health, promoting a fully integrated clinical response, developing surge plans, preparing for ethical dilemmas, and having a cogent exit strategy for post-disaster recovery.","Orsini, Mireles-Cabodevila, Ashton, Khouli, Chaisson",https://doi.org/10.1016/j.chest.2020.06.009,20201126.0,"review; stress; topics in practice management; viral disease; Betacoronavirus; COVID-19; Communication; Cooperative Behavior; Coronavirus Infections; Creativity; Disaster Planning; Disease Outbreaks; Equipment and Supplies; Ethics; Health Personnel; Health Services Needs and Demand; Humans; Mental Health; Occupational Health; Pandemics; Personal Protective Equipment; Pneumonia, Viral; SARS-CoV-2; Stakeholder Participation; Surge Capacity",PubMed,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
255,COVID 19-Depression and Neurosurgeons,"The goal of this survey was to determine factors associated with anxiety/depression among neurosurgeons during the coronavirus disease 2019 (COVID-19) pandemic. An online survey was performed of neurosurgeons worldwide, conducted over 3 weeks. Depression in neurosurgeons was assessed by Self-Reporting Questionnaire-20. A total of 375 responses were received from 52 countries. Among all neurosurgeons, 34% felt tense, 32.5% were unhappy, 25% experienced insomnia, almost 20% had headaches, and 5% had suicidal ideation during the pandemic. Of participants, 14% had a score on Self-Reporting Questionnaire-20 consistent with depression. The likelihood of depression was significantly higher among those who did not receive guidance about self-protection from their institutions (odds ratio [OR], 2.47), those who did not feel safe with provided personal protective equipments (OR, 3.13), and those whose families considered their workplace unsafe (OR, 2.29). Depression was less likely in neurosurgeons who had minor concerns, compared with those with significant health concerns for their families (OR, 0.36). In multivariate analysis after controlling for effects of other covariates, odds of depression were significantly higher among neurosurgeons who did not feel safe with the provided personal protective equipment (OR, 2.43) and who were exposed to a COVID-19-positive colleague (OR, 2.54). Participants who had moderate concerns for their families had lesser odds of anxiety/depression than did those with significant concerns (OR,Â 0.28). Based on the modifiable risk factors of depression in this study, it is recommended that the safety of neurosurgeons be ensured by providing appropriate safety measures for them to regain their confidence and hence reduce the incidence of depression.","Sharif, Amin, Hafiz, Benzel, Peev, Dahlan, Enchev, Pereira, Vaishya",https://doi.org/10.1016/j.wneu.2020.06.007,20200827.0,"COVID-19; Depression in neurosurgeons; Depression in surgeons; Depression scale; Depression/anxiety; Global neurosurgery; Health care workers; PPE; Pandemic; Safety; Social media; Adult; Anxiety; Betacoronavirus; COVID-19; Coronavirus Infections; Depression; Humans; Mental Health; Neurosurgeons; Pandemics; Personal Protective Equipment; Pneumonia, Viral; SARS-CoV-2; Surveys and Questionnaires",PubMed,,,,,,,,,,,,,,False,False,,,,,False,False,False,,2021-01-26
