"title","abstract","authors","link","date","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","extraction_date","expert_decision","o1","ID","q13","subject","exclusion_reason"
"Ensuring Exclusive Human Milk Diet for All Babies in COVID-19 Times","The coronavirus disease (COVID-19) pandemic has ramifications for the delivery of newborn nutrition and care services. World Health Organization recommends continuation of breastfeeding in these difficult times, with due precautions. If direct breastfeeding is not possible, milk expression should be explored. Pasteurized donor human milk from milk banks may be fed if mother's own milk is not available. To universalize access to human milk, the Indian government has proposed the establishment of ","Sachdeva, Jain, Mukherjee, Singh","https://www.google.com/search?q=Ensuring+Exclusive+Human+Milk+Diet+for+All+Babies+in+COVID-19+Times.","20200611","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1785,"False","",""
"Mental health impact of the COVID-19 pandemic in Japan","As of May 20, 2020, the COVID-19 death toll in Japan was 771. The 2020 Tokyo Olympics/Paralympics had to be postponed to 2021 because of the pandemic. Not only the infected patients but also health care workers have been affected from adverse societal dynamics because of COVID-19, such as discrimination and stigmatization. (PsycInfo Database Record (c) 2020 APA, all rights reserved).","Shigemura, Kurosawa","https://doi.org/10.1037/tra0000803","20200611","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1786,"False","",""
"Mental health stressors in Israel during the coronavirus pandemic","A survey of 503 Israelis, performed in April 2020, found high levels of anxiety and risk for depression; these mental health issues were associated with several stressors connected with the coronavirus and related policies. However, only a small percentage of the sample received mental health care from a professional, with native-born Israelis less likely than recent immigrants to receive such care. Some possible initiatives based on these findings are suggested. (PsycInfo Database Record (c) 20","Shapiro, Levine, Kay","https://doi.org/10.1037/tra0000864","20200611","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1787,"False","",""
"Psychological impact of anti-Asian stigma due to the COVID-19 pandemic: A call for research, practice, and policy responses","The COVID-19 pandemic is linked to a rise in stigma and discrimination against Chinese and other Asians, which is likely to have a negative impact on mental health, especially when combined with additional outbreak-related stressors. We discuss the need to consider the potential harms of these anti-Asian sentiments during both the height of the pandemic and longer-term recovery through (a) research-examining how it affects mental health and recovery; (b) practice-implementing evidence-based stig","Misra, Le, Goldmann, Yang","https://doi.org/10.1037/tra0000821","20200611","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1788,"False","",""
"A commentary on the Nigerian response to the COVID-19 pandemic","In this commentary, we review the emergence of the COVID-19 pandemic in Nigeria and how aspects of the socioeconomic context and responses from the government and general public may contribute to its persistence. We also suggest mechanisms for the adverse mental health impacts of the pandemic and highlight the need for data and strengthening social infrastructure. (PsycInfo Database Record (c) 2020 APA, all rights reserved).","Oginni, Amiola, Adelola, Uchendu","https://doi.org/10.1037/tra0000743","20200611","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1789,"False","",""
"Caring for patients with posttraumatic stress and substance use disorders during the COVID-19 pandemic","Although COVID-19 is a physical illness, it has had large impacts on mental health. For many individuals, social distancing has led to social isolation; individuals with posttraumatic stress disorder and substance use disorders are at a particular risk for negative outcomes due to the global pandemic. Here, we discuss the impacts we have noticed and procedures we have implemented to care for this population during the pandemic. (PsycInfo Database Record (c) 2020 APA, all rights reserved).","Banducci, Weiss","https://doi.org/10.1037/tra0000824","20200617","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1790,"False","",""
"The psychosocial impact of COVID-19 pandemic in Italy: A lesson for mental health prevention in the first severely hit European country","Italy was the first European country severely hit by the COVID-19 pandemic. While the containment measures were relatively effective in the acute phase, the current postemergency phase addressing the long-term psychosocial consequences is the key challenge for our healthcare system, where the importance of mental health prevention is not sufficiently recognized. (PsycInfo Database Record (c) 2020 APA, all rights reserved).","Marazziti, Pozza, Di Giuseppe, Conversano","https://doi.org/10.1037/tra0000687","20200611","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1791,"False","",""
"The COVID-19 pandemic in Australia: Lessons learnt","This paper evaluated the unique challenges of Australians in relation to the global novel coronavirus (COVID-19) pandemic. The 2019-2020 bushfires and COVID-19 outbreak have increased rates of anxiety and distress in Australia. On the contrary, unprecedented spending by the Australian Government on health care, employment, and housing has potentially lowered anxiety and stress for some Australians. Research is required to monitor the potential long-term mental health consequences of COVID-19 in ","Berger, Reupert","https://doi.org/10.1037/tra0000722","20200611","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1792,"False","",""
"Aging veterans' mental health and well-being in the context of COVID-19: The importance of social ties during physical distancing","Prior wartime trauma likely acts as a double-edged sword that promotes both aging veterans' vulnerability and resilience in the context of the current COVID-19 pandemic. During this stressful time, aging veterans may benefit from having an array of socially supportive network ties. We therefore suggest that clinicians working with veterans encourage veterans to (a) create or sustain positive social connections while maintaining physical distance and (b) call upon coping strategies that helped th","Marini, Pless Kaiser, Smith, Fiori","https://doi.org/10.1037/tra0000736","20200611","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1793,"False","",""
"The effect of the COVID-19 lockdown on parents: A call to adopt urgent measures","The COVID-19 health crisis is strongly affecting the mental health of the general population. In particular, the pandemic may be producing psychological distress and collateral concerns for parents in lockdown, due to unstable financial circumstances, school closures, and suspended educational services for children. A call for measures to increase family-based interventions during the emergency is urgently needed to forestall psychopathological trajectories and prevent the exacerbation of vulner","Fontanesi, Marchetti, Mazza, Di Giandomenico, Roma, Verrocchio","https://doi.org/10.1037/tra0000672","20200611","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1794,"False","",""
"Together we stand: Suicide risk and suicide prevention among Israeli older adults during and after the COVID-19 world crisis","The outbreak of COVID-19 has increased potential risks for depression and suicide among older adults. In this paper, we discuss the specific risk factors and current status of older adults in Israel in light of the COVID-19 crisis. Following that, we suggest establishing relevant and effective measures for suicide assessment, intervention, and prevention to avert experiences of loneliness, thwarted belongingness, and perceived burdensomeness and thus prevent suicides during and after the crisis.","Levi-Belz, Aisenberg","https://doi.org/10.1037/tra0000667","20200611","PubMed","Exclude","DG","Other","Commentary","","","","","Commentary - no original research presented","","Commentary - no original research presented","","","TRUE","2020-06-19","Exclude","",1795,"False","","No original data presented"
"The psychological impact of preexisting mental and physical health conditions during the COVID-19 pandemic","The COVID-19 pandemic has substantially changed our daily lives, career trajectories, and sense of safety. Current research posits that younger adults without persisting health conditions may be at reduced risk for complications of COVID-19 infection. However, young adults are often in unstable places in their careers, education, and social lives, which may be more disrupted by policy changes than those of older adults. Thus, it is imperative to identify young adult subgroups who are at increase","Alonzi, La Torre, Silverstein","https://doi.org/10.1037/tra0000840","20200611","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1796,"False","",""
"Implementing an emotional support and mental health response plan for healthcare workers during the COVID-19 pandemic","Institutions across the world are working to develop initiatives aimed at supporting the well-being of healthcare workers (HCWs) facing the psychological impacts of the novel coronavirus (COVID-19) pandemic. This Commentary identifies risks that HCWs are experiencing, reviews sources of fear and stress, and describes the implementation of a three-tiered model for the provision of emotional support and mental health services for clinical and nonclinical HCWs. The model recognizes the fluid, ever-","Miotto, Sanford, Brymer, Bursch, Pynoos","https://doi.org/10.1037/tra0000918","20200611","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1797,"False","",""
"Impacts of the COVID-19 pandemic upon mental health: Perspectives from Vietnam","Similar to other nations in the world, Vietnam has swiftly implemented measures to contain the spread of COVID-19, and these have been transforming many aspects of society. The country is showing resilience to fear, stress, and anxiety related to the COVID-19 pandemic. (PsycInfo Database Record (c) 2020 APA, all rights reserved).","Nguyen, Vu","https://doi.org/10.1037/tra0000694","20200611","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1798,"False","",""
"Shifting from survival to supporting resilience in children and families in the COVID-19 pandemic: Lessons for informing US mental health priorities","This commentary contextualizes potential mental health outcomes for children during and after the COVID-19 pandemic within the risk and resilience literature. Individual, familial, and community-level factors that may increase risk for mental health challenges for children as well as factors associated with positive adaptation in the face of adversity are considered. We highlight the value of considering children's resilience within a systemic perspective by considering family-centered approache","Stark, White, Rotter, Basu","https://doi.org/10.1037/tra0000781","20200611","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1799,"False","",""
"When time falls apart: The public health implications of distorted time perception in the age of COVID-19","Collective trauma, like the COVID-19 pandemic, can dramatically alter how we perceive time and view our futures. Indeed, the pandemic has challenged us to cope with an ambiguous, invisible threat that has changed our way of life and made our futures, both near and far, less certain. In this commentary, we review existing literature on time perception in the context of stress and trauma and discuss its implications for mental health and well-being. (PsycInfo Database Record (c) 2020 APA, all righ","Holman, Grisham","https://doi.org/10.1037/tra0000756","20200611","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1800,"False","",""
"Social and psychological consequences of the COVID-19 pandemic in African-American communities: Lessons from Michigan","The mental health consequences of the COVID-19 pandemic are particularly relevant in African-American communities because African-Americans have been disproportionately impacted by the disease, yet they are traditionally less engaged in mental health treatment compared with other racial groups. Using the state of Michigan as an example, we describe the social and psychological consequences of the pandemic on African-American communities in the United States, highlighting community members' conce","Sneed, Key, Bailey, Johnson-Lawrence","https://doi.org/10.1037/tra0000881","20200611","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1801,"False","",""
"Mental health ramifications of the COVID-19 pandemic for Black Americans: Clinical and research recommendations","Mental health clinicians and researchers must be prepared to address the unique needs of Black Americans who have been disproportionately affected by the COVID-19 pandemic. Race-conscious and culturally competent interventions that consider factors such as discrimination, distrust of health care providers, and historical and racial trauma as well as protective factors including social support and culturally sanctioned coping strategies are needed. Research to accurately assess and design treatme","Novacek, Hampton-Anderson, Ebor, Loeb, Wyatt","https://doi.org/10.1037/tra0000796","20200611","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1802,"False","",""
"Managing the coronavirus pandemic in Portugal: A step-by-step adjustment of health and social services","This article presents an overview of what has been done in Portugal to curb the spread of coronavirus disease 2019 (COVID-19), regarding public health actions, mental health implications, and measures taken or recommended to prevent the harmful effects of the pandemic. Because Portugal has been pointed out as a case of success in managing the COVID-19 pandemic, this report offers opportunities to build on the experience gained, which may positively influence other countries, especially those tha","Oliveira, Fernandes","https://doi.org/10.1037/tra0000879","20200611","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1803,"False","",""
"Children and the COVID-19 pandemic","As a result of the COVID-19 pandemic, many school districts have closed for the remainder of the academic year. These closures are unfortunate because, for many students, schools are their only source of trauma-informed care and supports. When schools reopen, they must develop a comprehensive plan to address the potential mental health needs of their students. (PsycInfo Database Record (c) 2020 APA, all rights reserved).","Phelps, Sperry","https://doi.org/10.1037/tra0000861","20200611","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1804,"False","",""
"Role of focusing on the positive side during COVID-19 outbreak: Mental health perspective from positive psychology","This paper discusses how positive emotions can help maintain and improve mental health during the COVID-19 outbreak, taking into account examples of social interaction and positive psychology research efforts in Japanese context. (PsycInfo Database Record (c) 2020 APA, all rights reserved).","Yamaguchi, Takebayashi, Miyamae, Komazawa, Yokoyama, Ito","https://doi.org/10.1037/tra0000807","20200611","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1805,"False","",""
"Collective trauma and community support: Lessons from Detroit","The COVID-19 crisis can be defined as a collective trauma, which contributes to an upheaval of community connection and functioning. The current pandemic has also illuminated disparities in mental health supports. In this commentary, we highlight one community organization, located in metro Detroit, that has responded to the trauma by bolstering resources and supports for residents, many of whom are ethnoracial minorities. (PsycInfo Database Record (c) 2020 APA, all rights reserved).","Duane, Stokes, DeAngelis, Bocknek","https://doi.org/10.1037/tra0000791","20200611","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1806,"False","",""
"Effective block by pirfenidone, an antifibrotic pyridone compound (5-methyl-1-phenylpyridin-2[H-1]-one), on hyperpolarization-activated cation current: An additional but distinctive target","Pirfenidone (PFD), a pyridone compound, is well recognized as an antifibrotic agent tailored for the treatment of idiopathic pulmonary fibrosis. Recently, through its anti-inflammatory and anti-oxidant effects, PFD based clinical trial has also been launched for the treatment of coronavirus disease (COVID-19). To what extent this drug can perturb membrane ion currents remains largely unknown. Herein, the exposure to PFD was observed to depress the amplitude of hyperpolarization-activated cation ","Chang, Ragazzi, Liu, Wu","https://doi.org/10.1016/j.ejphar.2020.173237","20200613","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1807,"False","Ca(2+) current; Hyperpolarization-activated cation current; K(+) current; Membrane potential; Pirfenidone; Pituitary cell; Voltage hysteresis",""
"Changes in Suicide and Resilience-related Google Searches during the Early Stages of the COVID-19 Pandemic","","Sinyor, Spittal, Niederkrotenthaler","https://doi.org/10.1177/0706743720933426","20200611","PubMed","Exclude","RW","Other","Examination of Google Trends data","Worldwide and in the US","General population","Other (please specify below)","Not applicable","The initial stages of the pandemic saw marked falls in frequencies of searches pertaining to suicide, anxiety, and hopelessness, but no material change in frequency of searches regarding depression. During the same early phase of Covid-19, searches related to hope, survival, and resilience became more frequent than they had been previously, as did searches pertaining to sadness.","Google searches are carried out universally in the general population and could act as an early signal for actual fluctuations in levels of suicidality in the population.","The searches that people carry out on Google don't necessarily accurately indicate their true intentions. Some may be seeking self-help resources, for instance. This study was conducted during the early phase of the pandemic only (from 1/3/20 to 4/4/20).","These trends may indicate what could have happened with suicide rates during March and April, and they could plausibly have fallen in these early months of the pandemic. This is pure speculation though, as the authors have acknowledged.","These analyses need to be repeated throughout the various phases of the Covid-19 emergency and for some time after it has passed. In time, once suicide rates can be accurately calculated for March and April  2020, it will be worthwhile to assess the degree to which the patterns in Google Trends data observed map onto monthly fluctuations in suicide rates.  ","TRUE","2020-06-19","Exclude","Google searches pertaining to suicide and suicide methods ",1808,"False","COVID-19; Google Trends; anxiety; depression; online searches; pandemic; resilience; suicide; survival","Other"
"Special Ambulatory Gynecologic Considerations in the Era of COVID-19 and Implications for Future Practice","The COVID-19 pandemic has altered medical practice in unprecedented ways. While much of the emphasis in obstetrics and gynecology to date has been on the as yet uncertain impacts of COVID-19 in pregnancy and on changes to surgical management, the pandemic has broad implications for ambulatory gynecologic care as well. In this article we review important ambulatory gynecologic topics including safety and metal health, reproductive life planning, sexually transmitted infections, and routine screen","Cohen, Powell, Coleman, Keller, Livingston, Anderson","https://doi.org/10.1016/j.ajog.2020.06.006","20200611","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1809,"False","Abortion; COVID-19; cervical cancer screening; contraception; health equity; intimate partner violence; reproductive healthcare access; telemedicine",""
"[How do children and adolescents with Attention Deficit Hyperactivity Disorder (ADHD) experience lockdown during the COVID-19 outbreak?]","During the COVID-19 pandemic, the French government has decided a general lockdown. This unprecedented situation has raised concerns about children's and adolescent's mental health. Children and adolescents diagnosed with attention deficit hyperactivity disorder (ADHD) may find this context of restrained activity particularly tricky. The objectives of our study are to gather information about the well-being and global life conditions of children and adolescents with ADHD during the COVID-19 outb","Bobo, Lin, Acquaviva, Caci, Franc, Gamon, Picot, Pupier, Speranza, Falissard, Purper-Ouakil","https://doi.org/10.1016/j.encep.2020.05.011","20200613","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1810,"False","ADHD; Bien-ÃƒÂªtre; Children; Confinement; Enfants; Famille; Family; Lockdown; School; TDAH; Well-being; Ãƒâ€°cole",""
"Impact of SARS-CoV-2 pandemic on mental health in the elderly: perspective from a psychogeriatric clinic at a tertiary hospital in Sao Paulo, Brazil","","Forlenza, Stella","https://doi.org/10.1017/S1041610220001180","20200611","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1811,"False","",""
"Digital technology for management of severe mental disorders in low-income and middle-income countries","Increasingly, digital technologies, especially mobile telecommunications and smartphone apps, are seen as a novel tool for managing severe mental disorders (SMDs) in low-income and middle-income countries (LMICs). However, there is a need to identify best practices in the use of digital technologies to effectively reach, support, and manage care for patients living with SMDs. In this review, we summarize recent studies using digital technology to manage symptoms and support clinical care for thi","Merchant, Torous, Rodriguez-Villa, Naslund","https://doi.org/10.1097/YCO.0000000000000626","20200610","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1812,"False","",""
"The intensive use of the internet by children and adolescents in the context of COVID-19 and the risks for self-inflicted violence","This essay aimed to discuss the implications of social isolation due to the COVID-19 pandemic for the intensive use of the internet among children and adolescents and its possible consequences for the practice of self-inflicted violence. We briefly discussed the anxiogenic potential and the reproduction of a &quot;global fear&quot; that are consolidated with the massive and unmediated exposure of the content consumed, which can increase the vulnerabilities to stress and suicidal ideas. We center","Deslandes, Coutinho","https://doi.org/10.1590/1413-81232020256.1.11472020","20200617","PubMed","Exclude","RW","Other","Essay","Brazil","Children and adolescents","Other (please specify below)","","None","None","","None","We need to better understand social media engagement among children and adolescents during the Covid-19 emergency and assess how this could impact on their mental health and risk of suicidality.","TRUE","2020-06-19","Exclude","Self-inflicted violence",1813,"False","Adolescent; Anxiety; Behavior, Addictive; Betacoronavirus; Child; Coronavirus Infections; Fear; Humans; Information Storage and Retrieval; Internet; Pandemics; Pneumonia, Viral; Self Concept; Self-Injurious Behavior; Social Isolation; Social Media; Stress, Psychological; Time Factors","No original data presented"
"Impact of COVID-19 on mental health in a Low and Middle-Income Country","Mental disorders (MD) are commonly comorbid with cardiovascular, metabolic, and some infectious diseases. Since the current SARS-CoV-2 epidemic is affecting the most multimorbid individuals, we might expect that the epidemic will be particularly problematic for people with MD. Understanding the burden of an outbreak on mental health is fundamental to effective action towards containing the spread of the disease, as psychopathology might reduce endurance during the lockdown. This can potentially ","Castro-de-Araujo, Machado","https://doi.org/10.1590/1413-81232020256.1.10932020","20200617","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1814,"False","Betacoronavirus; Bipolar Disorder; Brazil; Caregivers; Coronavirus Infections; Dementia; Developing Countries; Family; Health Services Accessibility; Humans; Mental Disorders; Mental Health; Multimorbidity; Pandemics; Pneumonia, Viral; Sensation; Social Isolation",""
"[Emotions, concerns and reflections regarding the COVID-19 pandemic in Argentina]","The scope of this work is to explore the feelings and expectations that COVID-19 has generated in Argentina during the first stage of the pandemic. A survey of the World Health Organization adapted to the local context was applied. Open-ended questions were included to study people's feelings about COVID-19, and content analysis was subsequently conducted. In terms of results, it is revealed that the population surveyed feels uncertainty, fear and anguish, albeit a feeling of responsibility and ","Johnson, Saletti-Cuesta, Tumas","https://doi.org/10.1590/1413-81232020256.1.10472020","20200617","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1815,"False","Adult; Age Factors; Aged; Anxiety; Argentina; Betacoronavirus; Coronavirus Infections; Cross-Sectional Studies; Educational Status; Emotions; Fear; Female; Health Care Surveys; Health Impact Assessment; Humans; Male; Mental Health; Middle Aged; Pandemics; Pneumonia, Viral; Uncertainty; Vulnerable Populations",""
"How Institutions Can Protect the Mental Health and Psychosocial Well-Being of Their Healthcare Workers in the Current COVID-19 Pandemic","","Fukuti, UchÃƒÂ´a, Mazzoco, Corchs, Kamitsuji, Rossi, Rios, Lancman, Bonfa, Barros-Filho, Miguel","https://doi.org/10.6061/clinics/2020/e1963","20200616","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1816,"False","",""
"Mental Health and Behavior During the Early Phases of the COVID-19 Pandemic: A Longitudinal Mobile Smartphone and Ecological Momentary Assessment Study in College Students","Worldwide, the vast majority of people have been impacted by COVID-19. While millions of individuals have become infected, billions of individuals have been asked or required by local and national governments to change their behavioral patterns. Previous research on epidemics or traumatic events suggest this can lead to profound behavioral and mental health changes, but rarely are researchers able to track these changes with frequent, near real-time sampling or compare these to previous years of","Huckins, DaSilva, Wang, Hedlund, Rogers, Nepal, Wu, Obuchi, Murphy, Meyer, Wagner, Holtzheimer, Campbell","https://doi.org/10.2196/20185","20200610","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1817,"False","",""
"&quot;You Have to Wait a Little Longer&quot;: Transgender (Mental) Health at Risk as a Consequence of Deferring Gender-Affirming Treatments During COVID-19","","van der Miesen, Raaijmakers, van de Grift","https://doi.org/10.1007/s10508-020-01754-3","20200612","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1818,"False","",""
"Decreased utilization of mental health emergency service during the COVID-19 pandemic","During the rapid rise of the COVID-19 pandemic, a reduction of the numbers of patients presenting to emergency departments has been observed. We present an early study from a German psychiatric hospital to assess the dynamics of mental health emergency service utilization rates during the COVID-19 pandemic. Our results show that the numbers of emergency presentations decreased, and a positive correlation between these numbers and mobility of the general public suggests an impact of extended meas","Hoyer, Ebert, Szabo, Platten, Meyer-Lindenberg, Kranaster","https://doi.org/10.1007/s00406-020-01151-w","20200613","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1819,"False","COVID-19; Emergency treatment; Pandemics; Psychiatry",""
"The role of alexithymia in the mental health problems of home-quarantined university students during the COVID-19 pandemic in China","While it is well known that mental health problems are common consequences of deadly pandemics, the association with alexithymia is less clear. This study examined this association in an evaluation of home-quarantined university students during the 2019/2020 COVID-19 pandemic in China. In total, 2501 home-quarantined students from six southwest Chinese universities completed the following questionnaires: the 20-item Toronto Alexithymia Scale (TAS-20), the Posttraumatic Stress Disorder Checklist-","Tang, Hu, Yang, Xu","https://doi.org/10.1016/j.paid.2020.110131","20200612","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1820,"False","Alexithymia; COVID-19; Depression; PTSD; Undergraduate",""
"COVID-19 and the re-opening of schools: a policy maker's dilemma","The epidemic of coronavirus disease 2019 (COVID-19) broke out in Wuhan, China, in December 2019 and rapidly spread across the world. In order to counter this epidemic, several countries put in place different restrictive measures, such as the school's closure and a total lockdown. However, as the knowledge on the disease progresses, clinical evidence showed that children mainly have asymptomatic or mild disease and it has been suggested that they are also less likely to spread the virus. Moreove","Fantini, Reno, Biserni, Savoia, Lanari","https://doi.org/10.1186/s13052-020-00844-1","20200612","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1821,"False","COVID-19; Children; Health policy; Lockdown; SARS-CoV-2; School closure",""
"Mental Health Policy in the Era of COVID-19","The response to the global COVID-19 pandemic has important ramifications for mental health systems and the patients they serve. This article describes significant changes in mental health policy prompted by the COVID-19 crisis across five major areas: legislation, regulation, financing, accountability, and workforce development. Special considerations for mental health policy are discussed, including social determinants of health, innovative technologies, and research and evaluation. These extra","Goldman, Druss, Horvitz-Lennon, Norquist, Kroeger Ptakowski, Brinkley, Greiner, Hayes, Hepburn, Jorgensen, Swartz, Dixon","https://doi.org/10.1176/appi.ps.202000219","20200610","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1822,"False","Mental health systems/hospitals; Public policy issues",""
"Correlation between Preventive Health Behaviors and Psycho-Social Health Based on the Leisure Activities of South Koreans in the COVID-19 Crisis","COVID-19 has caused unprecedented damage worldwide, and quarantine and lockdown measures have been undertaken globally. This study focused on the differences in preventive behaviors and psycho-social health of South Koreans, as people continue engaging in leisure activities under self-regulation without a lockdown measure imposed by the government. For the sample, the frame of the &quot;2018 Population and Housing Census&quot; in South Korea was applied, and data from 1770 people were analyzed. ","Kim, Cho","https://doi.org/10.3390/ijerph17114066","20200616","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1823,"False","COVID-19; leisure; mental health; preventative health behavior; social health",""
"Depression, Anxiety and Stress during COVID-19: Associations with Changes in Physical Activity, Sleep, Tobacco and Alcohol Use in Australian Adults","The novel coronavirus (COVID-19) has enforced dramatic changes to daily living including economic and health impacts. Evidence for the impact of these changes on our physical and mental health and health behaviors is limited. We examined the associations between psychological distress and changes in selected health behaviors since the onset of COVID-19 in Australia. An online survey was distributed in April 2020 and included measures of depression, anxiety, stress, physical activity, sleep, alco","Stanton, To, Khalesi, Williams, Alley, Thwaite, Fenning, Vandelanotte","https://doi.org/10.3390/ijerph17114065","20200616","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1824,"False","COVID; alcohol intake; health behaviors; physical activity; psychological distress; smoking",""
"Problematic Internet Use and Perceived Quality of Life: Findings from a Cross-Sectional Study Investigating Work-Time and Leisure-Time Internet Use","Avoiding the potential negative impact brought by problematic internet use is becoming more important. To better understand public health and addiction, this study investigated to what extent work-time and leisure-time internet use relate to problematic internet use and perceived quality of life among college students and highly educated adults. An online cross-sectional survey with 446 individuals was assessed in Germany. Linear regression analyses were used to predict problematic internet use.","Gao, Gan, Whittal, Lippke","https://doi.org/10.3390/ijerph17114056","20200611","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1825,"False","internet addiction; leisure; quality of life; smoking; stress; work",""
"Exercise-related Mental Health Problems and Solutions during the COVID-19 Pandemic","","Morrey, Roberts, Wichser","https://doi.org/10.1249/JSR.0000000000000725","20200615","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1826,"False","Betacoronavirus; Coronavirus Infections; Exercise; Humans; Mental Health; Pandemics; Pneumonia, Viral",""
"When the Dust Settles: Preventing a Mental Health Crisis in COVID-19 Clinicians","","Kiser, Bernacki","https://doi.org/10.7326/M20-3738","20200616","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1827,"False","",""
"Psychosocial impact of COVID-19 for general workers","","Shimazu, Nakata, Nagata, Arakawa, Kuroda, Inamizu, Yamamoto","https://doi.org/10.1002/1348-9585.12132","20200616","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1828,"False","COVID-19; general workers; mental health; psychosocial factors",""
"Impact of COVID-19 Stay-at-Home Orders on Weight-Related Behaviors Among Patients with Obesity","How the impact of the COVID-19 stay-at-home orders are influencing physical, mental, and financial health among vulnerable populations, including those with obesity is unknown. The aim of the current study was to explore the health implications of COVID-19 AMong a sample of adults with obesity. A retrospective medical chart review identified patients with obesity from an obesity medicine clinic and a bariatric surgery (MBS) practice. Patients completed an online survey from April 15, 2020 to May","Almandoz, Xie, Schellinger, Mathew, Gazda, Ofori, Kukreja, Messiah","https://doi.org/10.1111/cob.12386","20200609","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1829,"False","COVID-19; bariatric surgery; behavior; severe obesity; weight loss",""
"Mental health services in Italy during the Covid-19 Pandemic","","Carpiniello, Tusconi, di Sciascio, Zanalda, di Giannantonio","https://doi.org/10.1111/pcn.13082","20200609","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1830,"False","",""
"Information Overload and Infodemic in the COVID-19 Pandemic","The world has experienced pandemics worse than the coronavirus disease (COVID-19) which resulted in great loss of life and economy. However, the global effect of this pandemic has been devastating. Billions of people are in lockdown and isolation on six continents around the world. Most have easy access to information due to internet connectivity and electronic media, which has helped share information about the pandemic. However, information overload during the current COVID-19 pandemic has pos","Rathore, Farooq","https://doi.org/10.5455/JPMA.38","20200618","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1831,"False","Social Media, Pakistan, Coronavirus, Facebook, WHO, Global health, Mental health, Lockdown.; Betacoronavirus; Coronavirus Infections; Global Health; Health Education; Humans; Information Dissemination; Internet; Mental Health; Pakistan; Pandemics; Pneumonia, Viral",""
"Mental health in the aftermath of COVID-19: A new normal","The COVID-19 pandemic with its subsequent mental health consequences has challenged the word view of most people. A genome typically of 26,000-32,000 bases long RNA has shut down the wheel of man made progress. The social isolation after the lock-down has not only led to economic difficulties but also adverse psychological reactions. The most common reaction is stress, anxiety and depression when faced with life-threatening circumstances. People have to deal with the imminent issue of death whic","Naqvi","https://doi.org/10.5455/JPMA.30","20200618","PubMed","Exclude","","","","","","","","","","","","","False","2020-06-19","","",1832,"False","COVID-19, Mental Health, Stress, Anxiety, Synchronicity. ; Anxiety; Betacoronavirus; Coronavirus Infections; Depression; Humans; Mental Health; Pandemics; Patient Isolation; Pneumonia, Viral; Quarantine; Socioeconomic Factors; Stress, Psychological",""
