title,abstract,authors,link,date,source,initial_decision,q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,extraction_date,expert_decision,o1,ID,q13,exclusion_reason,subject
Mask-wearing increased after a government recommendation: A natural experiment in the U.S. during the COVID-19 pandemic,"On April 3 2020, the U.S. Centers for Disease Control and Prevention (CDC) recommended that all Americans wear face masks to prevent the spread of COVID-19. The announcement came during the fielding of a large, nationally-representative survey (N = 3,933) of AmericansÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ COVID-19-related knowledge, attitudes, and behaviors, providing an opportunity to measure the impact of the CDCÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s recommendation on public reported mask wearing and buying behavior. The study found significant increases in reported mask wearing (+12 percentage points) and mask buying (+7 points). These findings indicate the speed with which government recommendations can affect the adoption of protective behaviors by the public. The results demonstrate the importance of national leadership and communication during a public health crisis.",Matthew H. Goldberg et al.,https://share.osf.io/preprint/46130-94D-94B,20200420,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2939,FALSE,,
Working with Bipolar Disorder During the COVID-19 Pandemic: Both Crisis and Opportunity,"Beyond public health and economic costs, the COVID-19 pandemic adds strain, disrupts daily routines, and complicates mental health and medical service delivery for those with mental health and medical conditions. Bipolar disorder can increase vulnerability to infection; it can also enhance stress, complicate treatment, and heighten interpersonal stigma. Yet there are successes when people proactively improve social connections, prioritize self-care, and learn to use mobile and telehealth effectively.",Eric Arden Youngstrom Ph.D. et al.,https://share.osf.io/preprint/46099-E47-329,20200420,Psy- and SocArXiv,Exclude,DG,,Other,,,,,,,,,,FALSE,2020-06-15,,,2940,FALSE,,
"Effects of the COVID-19 Pandemic and Nationwide Lockdown on Trust, Attitudes towards Government, and Wellbeing","The contagiousness and deadliness of COVID-19 have necessitated drastic social management to halt transmission. The immediate effects of a nationwide lockdown were investigated by comparing matched samples of New Zealanders assessed before (Npre-lockdown = 1,003) and during the first 18 days of lockdown (Nlockdown = 1,003). Two categories of outcomes were examined: (1) institutional trust and attitudes towards the nation and government, and (2) health and wellbeing. Applying propensity score matching to approximate the conditions of a randomized controlled experiment, the study found that people in the pandemic/lockdown group reported higher trust in science, politicians, and police, higher levels of patriotism, and higher rates of mental distress compared to people in the pre-lockdown pre-pandemic group. Results were confirmed in within-subjects analyses. The study highlights social connectedness, resilience, and vulnerability in the face of adversity, and has applied implications for how countries face this global challenge.",Chris G Sibley et al.,https://share.osf.io/preprint/46068-C95-A59,20200420,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2941,FALSE,,
Fake news in the time of environmental disaster: Preparing framework for COVID-19,"The increasing trend of environmental disaster due to changing climate has escalated the occurrence of Tsunami, Forest fire, Flood, Epidemics and other extreme health and environmental and hazardous events across the globe. Establishment of effective and transparent communication during the crisis phase is extremely important to reduce the after-effects of the events. In recent times, fake news or news with fabricated content have emerged as major threats of communications during and and post -disaster phase. The present study critically evaluates the nature and consequences of fake news spread during the four major environmental disasters in recent era (Fukushima Nuclear Disaster, Keralan Flood, Amazon Forest Fire and African Ebola Epidemic) and prepared a framework for present COVID-19 Pandemic. The criticality and potential threat created by the fake news have been quantified and analyzed through the timeline of news spreading. It has been observed that the adverse impact related to the African Ebola Epidemic was highest due to its multiple fake news origin sites, both online and offline propagation methods, well fabricated content and relatively low effort on containment. However the COVID-19 pandemic is an ongoing disaster expected to have a long- drawn impact covering most countries in the world with combined consequences hence it tends to overtake all other events. Policy recommendations have been prepared to combat the spreading of fake news during the present and future environmental disasters. The importance of the study relies on the fact that the number of environmental disasters will increase in future and strategy for risk communication during the time is still not explored adequately. In addition the study will contribute significantly for understanding the present status of information paradigm for COVID-19 and helps in preparing region-specific real-time contingency measures for effective risk communication.",Syeda Saadia Azim et al.,https://share.osf.io/preprint/460EE-FB7-4F9,20200421,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2942,FALSE,,
CHILDREN ENDORSE DETERRENCE MOTIVATIONS FOR THIRD-PARTY PUNISHMENT BUT DERIVE HIGHER ENJOYMENT FROM COMPENSATING VICTIMS,"It is unknown whether children enjoy punishing transgressors and whether they are motivated by retribution, as adults frequently are. ChildrenÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s approaches to compensation of victims have been little studied. British, Colombian and Italian 7- to 11-year-old children (N = 123) operated a Justice System in which they viewed different moral transgressions in Minecraft, a globally popular videogame, either face-to-face with an experimenter or over the internet. Children could respond to transgressions by punishing transgressors and compensating victims. The purpose of the system was framed in three ways (between-subject): retribution; deterrence; or compensation. We measured childrenÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s punitive and compensatory tendencies, their enjoyment of punishment and compensation, and their endorsement of retribution vs deterrence as punishment justifications, during and/or after justice administration. Children overwhelmingly endorsed deterrence over retribution as their punishment justification, irrespective of age, country and frame. When asked to reproduce the presented frame, children more reliably reproduced the deterrence than retribution frame. Punishment enjoyment decreased while compensation enjoyment increased over time. Despite enjoying compensation more, children preferentially endorsed punishment over compensation, especially with increasing age (after justice administration) and increasing transgression severity (during justice administration). Reported deterrent justifications, superior reproduction of deterrence framing, lower enjoyment of punishment compared to compensation, and higher endorsement of punishment over compensation together suggest that childrenÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s punishment behaviour is primarily motivated by deterrence and sense of duty. Face-to-face and internet-mediated responses were not distinguishable, suggesting a route to social psychology research with primary school-aged children in times of social distancing.",Rhea Luana Arini et al.,https://share.osf.io/preprint/46040-871-F29,20200421,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2943,FALSE,,
Islamic teachings and WHO guidelines for COVID-19 pandemic: Do the conflictions exist?,"The coronavirus (COVID-2019) has been declared as a global pandemic by world health organization (WHO) on March 8, 2020. Globally, there are more than 199 countries and territories confronting the COVID-19 and almost all the Islamic countries are in the list of infected countries. Islam is the second largest religion in the world with 1.8 billion (24.1% of total population 7.3 billion) Muslims living in both Muslim and non-Muslim countries. The mainstay in prevention of COVID-19 pandemic is adoption of precautionary measures and guidelines issued by WHO. After the super spreader event in the city of Qom, Iran, a general perception established that religions including Islam accelerated the spread of coronavirus. So, it is being imagined that Islamic teachings are against in the adoption of preventive measures. In this short brief, it has been clarified that Islamic teachings are not in contravene with the WHO guidelines regarding COVID-2019. The myths and misinformation about Islamic teachings are being nullified as the acts of Prophet of Islam and his companions are very much in support of todaysÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ experts and health organizations issued guidelines and instructions.",Hassnian Ali et al.,https://share.osf.io/preprint/4601D-292-F76,20200421,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2944,FALSE,,
Supporting Families with Children with Special Educational Needs and Disabilities During COVID-19,"The COVID-19 pandemic has had a huge impact on how people go about their day to day life. The sudden change, along with necessary measures such as self-isolation and social distancing has been particularly challenging for children with special educational needs and disabilities (SENDs) and their families, given their reliance on many on carefully established routines and relationships as well as professional and informal support. Three hundred and thirty nine parents of children with SENDs (the majority with Autism Spectrum Conditions) completed an online survey during the first two months of the social distancing in the UK (23rd March 2020 - 22nd May 2020). Parents provided detailed accounts of their familyÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s needs both to support their child during lockdown and to transition back to school. Many of these support needs during lockdown were either unique to families of children with SENDs or represented a more profound challenge than in most neurotypical families. There were considerable differences in satisfaction with support during COVID-19 suggesting wide variation in support provided to families of children with SENDs. The findings also suggest that educators and policy makers should place the implementation of clear routines and targeted mental health support at the centre of any strategy designed to support children with SENDs in making the transition back to school. The study provides preliminary insights into parental perspectives on support during the COVID-19 pandemic for families with children with SENDs.",Umar Toseeb et al.,https://share.osf.io/preprint/4601B-57C-66B,20200421,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2945,FALSE,,
Immediate psychological effects of the COVID-19 quarantine in youth from Italy and Spain,"Background: The COVID-19 quarantine has affected more than 860 million children and adolescents worldwide but, to date, no study has been developed to examine the psychological impact on their lives. The present study aims to examine for the first time the emotional impact of the quarantine on children and adolescents from Italy and Spain, two of the most affected countries by COVID-19. Methods: 1,143 parents of Italian and Spanish children aged 3 to 18 years completed a survey providing information about how the quarantine affects their children and themselves, compared to before the home confinement. Findings: 85.7% of the parents perceived changes in their childrenÃƒâ€šÃ‚Â´s emotional state and behaviors during the quarantine. The most frequent symptoms were difficulty concentrating (76.6%), boredom (52%), irritability (39%), restlessness (38.8%), nervousness (38%), feelings of loneliness (31.3%), uneasiness (30.4%), and worries (30.1%), and Spanish parents reported more symptoms than Italians. As expected, children of both countries used monitors more frequently, spent less time doing physical activity, and slept more hours during the quarantine. Furthermore, when family coexistence during quarantine became more difficult, the situation was more serious, and the level of stress was higher, parents tended to report more emotional problems in their children. Interpretation: The quarantine impacts considerably on Italian and Spanish youth, reinforcing the need to detect children with emotional and behavioral problems as early as possible to improve their psychological well-being.",Mireia OrgilÃƒÆ’Ã‚Â©s et al.,https://share.osf.io/preprint/460A9-810-EFA,20200421,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2946,FALSE,,
How is COVID-19 affecting the mental health of children with Special Educational Needs and Disabilities and their families?,"Parents of children with Special Educational Needs and Disabilities in the UK (n=241) were asked to describe the impact of COVID-19 on their own mental health and that of their child. An inductive content analysis of the data was undertaken. Both parents and children appear to be experiencing loss, worry and changes in mood and behaviour as a result of the rapid social changes that have occurred. Some parents reported feeling overwhelmed and described the impact of child understanding and awareness. Finally, a minority of parents reported that COVID-19 has had little impact on mental health in their family, or has even led to improvements. Implications for how to support these families in the immediate future are discussed.",Kathryn Asbury et al.,https://share.osf.io/preprint/46010-FF3-FCD,20200421,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2947,FALSE,,
CiwGAN and fiwGAN: Encoding information in acoustic data to model lexical learning with Generative Adversarial Networks,"How can deep neural networks encode information that corresponds to words in human speech into raw acoustic data? This paper proposes two neural network architectures for modeling unsupervised lexical learning from raw acoustic inputs, ciwGAN (Categorical InfoWaveGAN) and fiwGAN (Featural InfoWaveGAN), that combine a Deep Convolutional GAN architecture for audio data (WaveGAN; Donahue et al. 2019) with an information theoretic extension of GAN ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ InfoGAN (Chen et al., 2016), and propose a new latent space structure that can model featural learning simultaneously with a higher level classification. In addition to the Generator and the Discriminator networks, the architectures introduce a network that learns to retrieve latent codes from generated audio outputs. Lexical learning is thus modeled as emergent from an architecture that forces a deep neural network to output data such that unique information is retrievable from its acoustic outputs. The networks trained on lexical items from TIMIT learn to encode unique information corresponding to lexical items in the form of categorical variables in their latent space. By manipulating these variables, the network outputs specific lexical items. The network occasionally outputs innovative lexical items that violate training data, but are linguistically interpretable and highly informative for cognitive modeling and neural network interpretability. Innovative outputs suggest that phonetic and phonological representations learned by the network can be productively recombined and directly paralleled to productivity in human speech: a fiwGAN network trained on suit and dark outputs innovative start, even though it never saw start or even a [st] sequence in the training data. We also argue that setting latent featural codes to values well beyond training range results in almost categorical generation of prototypical lexical items and reveals underlying values of each latent code. Probing deep neural networks trained on well understood dependencies in speech bear implications for latent space interpretability, understanding how deep neural networks learn meaningful representations, as well as a potential for unsupervised text-to-speech generation in the GAN framework.",Gasper Begus,https://share.osf.io/preprint/460BE-E3A-5F9,20200421,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2948,FALSE,,
"Factors Associated With Concern, Behaviour & Policy Support in Response to SARS-CoV-2","SARS-CoV-2 is a novel coronavirus that results in a disease known as COVID-19. Given that no vaccine is currently available, or likely to be available in the near term, slowing the spread of the virus relies on radical behaviour change at a mass scale. Understanding the factors associated with behaviour change and support for different policy measures is therefore critical. Here, we present data collected in two waves in the UK and the USA (March 12th and 24th) exploring (i) subjective concern about the health impacts of COVID-19 for self, for family and for society; (ii) the factors associated with compliance with several preventive behavioural measures; and (iii) support for policy measures to reduce the spread of the virus. Concern about the societal impacts of COVID-19 varied along partisan lines, with political conservatives being relatively less concerned than political liberals about the impacts for society. People who reported being more concerned also reported adopting more preventive behaviours and supported a greater number of policies. Concern for self and family was a stronger predictor than societal concern for behaviour change and policy support, and most strongly predicted the increase in both these measures from March 12th to 24th. Political conservatives in both countries supported fewer policies, an effect that could be partially mediated by the negative effect of political conservatism on societal concern. These findings suggest concern for self and family outweighs concern for society in motivating behaviour change needed to curb the spread of COVID-19, and that concern for society varies along political lines.",Nichola Raihani et al.,https://share.osf.io/preprint/46021-7D8-B4F,20200421,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2949,FALSE,,
A Tale of Two Crises: Financial Fragility and Beliefs about the Spread of COVID-19,"Experts estimate that there could be millions of cases of COVID-19 in the US, leading to potentially 100,000 or more deaths. Beliefs about the severity of the spread of COVID-19 and one's own likelihood of being infected have implications for individual behavior and consequently for the spread of the virus. The current research explores key factors that enter into these beliefs. Using nationally representative surveys with more than 3,800 participants, we find that key factors epidemiological models typically use in their predictions (e.g., concentration of cases in a given area) do not meaningfully enter into individuals' beliefs. We draw on the reality that we currently face not only a health crisis, but a financial crisis as well to identify financial fragility as a key factor influencing beliefs.",Jennifer Trueblood et al.,https://share.osf.io/preprint/46208-8CE-3B2,20200421,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2950,FALSE,,
Comparing In-Person Supervision and Telesupervision: A Multiple Baseline Single-Case Study,"The COVID-19 pandemic has precipitated the unplanned, widespread adoption of telepsychotherapy by mental health care professionals. Psychotherapy supervision is also undergoing a rapid shift to telepractice, though questions remain about the efficacy and regulatory standing of telesupervision. A critical unanswered question is: How does telesupervision compare to traditional in-person supervision? This study (completed before the COVID-19 pandemic) used a multiple baseline single-case design to compare the relative effectiveness of in-person supervision and telesupervision. For the small sample of supervisee participants, in-person supervision and telesupervision had equivalent outcomes; there was no significant decrease in participant-rated supervision satisfaction or supervisory working alliance after participants switched from the initial in-person supervision format to telesupervision. In follow-up interviews, participants discussed four themes which may be relevant to mental health care professionals adopting telesupervision: (a) differences between modalities, (b) characteristics of an effective supervisor, (c) the role of technology, and (d) personal preference. These results add to a small but growing evidence base that suggests telesupervision is a viable alternative to in-person supervision. Practical recommendations for telesupervision during the COVID-19 pandemic are also discussed.",Kevin Tarlow et al.,https://share.osf.io/preprint/461AE-0FB-06A,20200422,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2951,FALSE,,
Anxiety and depression in the Republic of Ireland during the COVID-19 pandemic,"Background: The COVID-19 pandemic in the Republic of Ireland precipitated the temporary closure of all non-essential services and a nationwide quarantine as of March 27th, 2020. This study represents the first assessment of the mental health of the nation during the initial phase of the COVID-19 response, as part of a multi-wave investigation into the social, behavioural, and psychological impact of the pandemic. Aims: First, estimate prevalence rates of depression, generalized anxiety disorder, and combined anxiety and depression, and identify risk factors associated with screening positive for anxiety/depression. Second, determine if COVID-19-related anxiety was highest amongst those identified with the greatest mortality risk from the virus. Method: Self-report data from a nationally representative Irish sample (N = 1,041) was collected online between March 31 and April 5; the first week of the Republic of IrelandÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s nationwide quarantine measures. Results: A substantial proportion of people screened positive for depression (22.77%), generalized anxiety (20.00%), and anxiety/depression (27.67%). Screening positive for anxiety/depression was associated with younger age, female sex, loss of income due to COVID-19, COVID-19 infection, and higher perceived risk of COVID-19 infection. Citizens aged 65 and older reported significantly higher levels of COVID-19 anxiety than adults aged 18-34. Sex, underlying health conditions, and proximity to COVID-19 deaths were not associated with COVID-19 anxiety. Conclusions: Government responses to the current pandemic should ensure that measures protect not only the populationÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s physical health, but its mental health also, as an equally important component of health and wellbeing.",Philip Hyland et al.,https://share.osf.io/preprint/46250-8A3-C7F,20200422,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2952,FALSE,,
Impact of the COVID-19 pandemic on life expectancy in Madrid (Spain),"The COVID-19 pandemic is causing substantial increases in mortality across populations, potentially causing stagnation or decline in life expectancy. We explored this idea by examining the impact of excess mortality linked to the COVID-19 crisis on life expectancy in the region of Madrid (Spain). Using data from the Daily Mortality Surveillance System (MoMo), we calculated excess mortality (death counts) for the weeks 10th to 14th in 2020 using data on expected and observed mortality, assuming no further excess mortality during the rest of the year. The expected annual mortality variation was +6%, +21% and +25% among men aged under 65, between 65 and 74 and over 75, respectively, and +5%, +13%, and 18% for women, respectively. This excess mortality during weeks 10th to 14th resulted in a life expectancy at birth decline of 1.6 years among men and 1.1 years among women. These estimates confirm that Madrid and other severely hit regions in the world may face substantial life expectancy declines.",Sergi Trias-LlimÃƒÆ’Ã‚Â³s et al.,https://share.osf.io/preprint/460DF-E03-CFD,20200422,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2953,FALSE,,
Mental resilience in the Corona lockdown: First empirical insights from Europe,"Background The current Corona pandemic is not only a threat to physical health. First data from China and Europe indicate that symptoms of anxiety and depression and perceptions of stress rise significantly as a consequence of the pandemic. There are also anecdotal reports of increased domestic violence, divorce, and suicide rates. Hence, the Corona crisis is also a mental health crisis. There is urgent need for knowledge about factors that can protect mental health (resilience factors) in this world-wide crisis, which is different in nature from other crises that have so far been studied in resilience research. Methods Potential resilience factors, exposure to Corona-specific and general stressors, as well as internalizing symptoms were assessed online in N=5000 adult Europeans. Resilience, as an outcome, was conceptualized as good mental health despite stressor exposure and measured as the inverse residual between actual and predicted symptom total score. Preregistered hypotheses (osf.io/r6btn) were tested with multiple regression models and mediation analyses. Results Results confirmed our primary hypothesis that positive appraisal style (PAS) is positively associated with resilience (p<0.001). The resilience factor PAS also mediated the positive association between perceived social support (PSS) and resilience (p<0.001). In comparison with other resilience factors, positive appraisal specifically of the consequences of the Corona crisis was the single strongest factor. Conclusions This research identifies modifiable protective factors that can be targeted by public mental health efforts. Future work will have to identify potential group differences in the effectiveness of these resilience factors, for improved prevention planning.",Ilya M Veer et al.,https://share.osf.io/preprint/46135-48F-EDA,20200422,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2954,FALSE,,
"Rapid review and meta-meta-analysis of self-guided interventions to address anxiety, depression and stress during COVID-19 social distancing","We conducted a rapid review and quantitative summary of meta-analyses that have examined interventions which can be used by individuals during quarantine and social distancing to manage anxiety, depression, stress and subjective well-being. A literature search yielded 34 meta-analyses (total number of studies k = 1,390, n = 145,744) that were summarized. Overall, self-guided interventions showed small to medium effects in comparison to control groups demonstrating their effectiveness. In particular, therapeutic approaches (including cognitive-behavioral, mindfulness, and acceptance-based interventions), selected positive psychology interventions, and multi-component and activity based interventions (music, physical exercise) showed promising evidence for effectiveness. Many of these interventions are available in online or smartphone app form. At the same time, self-guided interventions on average did not show the same degree of effectiveness as traditional guided individual or group therapies. The review points to activities and practices that can be adapted by individuals as a first step to manage their mental health during social distancing and quarantines. Further research is clearly needed on activities helping individuals to interact and live in constrained living conditions (e.g, improving social interactions during quarantine) and the relative effectiveness of self-guided interventions across cultural boundaries.",Ronald Fischer et al.,https://share.osf.io/preprint/460A6-8FC-6A7,20200422,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2955,FALSE,,
Compliance with COVID-19 Mitigation Measures in the United States,"The COVID-19 mitigation measures require a fundamental shift in human behavior. The present study assesses what factors influence Americans to comply with the stay at home and social distancing measures. It analyzes data from an online survey, conducted on April 3, 2020, of 570 participants from 35 states that have adopted such measures. The results show that while perceptual deterrence was not associated with compliance, people actually comply less when they fear the authorities. Further, two broad processes promote compliance. First, compliance depended on peopleÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s capacity to obey the rules, opportunity to break the rules, and self-control. As such, compliance results from their own personal abilities and the context in which they live. Second, compliance depended on peopleÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s intrinsic motivations, including substantive moral support and social norms. This paper discusses the implications of these findings for ensuring compliance to effectively mitigate the virus.",Benjamin Van Rooij et al.,https://share.osf.io/preprint/460EE-8D1-F74,20200422,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2956,FALSE,,
Daily emotional well-being during the COVID-19 pandemic,"The COVID-19 outbreak has become one of the largest public health crises of our time. Governments have responded by implementing self-isolation and physical distancing measures that have profoundly impacted daily life throughout the world. In this study, we surveyed how an Irish sample experience the activities, interactions and settings of their lives during the pandemic. The sample (N = 604) were assessed in Ireland on the 25th March, 2020, following the closure of schools and non-essential businesses. To overcome difficulties in between-person comparisons we examined within-person variance in emotional well-being and how people spend their time. We found that while most time was spent in the home, time spent outdoors was associated with markedly raised positive affect and reduced negative feelings. Exercising, pursuing hobbies and taking care of children were the activities associated with the greatest affective benefits. Home schooling children and obtaining information about COVID-19 were ranked lowest of all activities in terms of emotional experience. These findings highlight key activities that may play a protective role in relation to well-being during the pandemic, the importance of setting personal limits for exposure to COVID-19 related media coverage, and the need for greater educational supports to facilitate home schooling during this extremely challenging period.",Leonhard Lades et al.,https://share.osf.io/preprint/46215-383-730,20200422,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2957,FALSE,,
Spatial cognition in children with physical disability; what is the impact of restrictedindependent exploration?,"On account of the developmental relationship between motor ability and spatial skills. we investigated the impact of physical disability (PD) on spatial cognition. Fifty-three children with special educational needs including PD took part. The children with PD were divided into those who were wheelchair users (N=34) and those who had independent locomotion (N=19). This division enabled us to additionally determine the impact of limited independent physical exploration on spatial competence (exploration is typically relatively restricted for wheelchair users). Performance of the PD groups was compared to that of typically developing (TD) children who spanned the range of non-verbal ability of the PD groups. Participants completed three spatial tasks; a mental rotation task, a Bee-bot route task and a desktop virtual reality (VR) navigation task. The PD groups broadly demonstrated lower levels of performance than the TD children. However, when performance was considered with reference to participantÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s learning difficulties, this demonstrated that levels of impairment across tasks were broadly commensurate with their overall level of non-verbal ability. The exception to this was the performance of the PD wheelchair group on the mental rotation task, which was below that expected for their level of non-verbal ability. Group differences in task approach were evident for the Bee-Bot task; both PD groups showed a different pattern of errors than the TD group. These findings suggest that for children with learning difficulties and PD, the developmental impact of having physical disabilities on spatial ability, over and above the impact of having learning difficulties, is minimal.",Emily Farran et al.,https://share.osf.io/preprint/46190-D78-59B,20200422,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2958,FALSE,,
Politicizing the COVID-19 Pandemic: Ideological Differences in Adherence to Social Distancing,"Data from two MTurk studies with U.S. respondents (total N =1,153) revealed an ideological divide in adherence to social distancing guidelines during the COVID-19 pandemic. Specifically, political conservatism inversely predicted compliance with behaviors aimed at preventing the spread of the COVID-19. Differences in reported social distancing were mediated by divergent perceptions of the health risk posed by COVID-19 (Studies 1 and 2), which were explained by differences in self-reported knowledge of COVID-19 (Study 1) and perceived media accuracy in covering the pandemic (Studies 1 and 2). The politicization of COVID-19 may have prompted conservatives to discount mainstream media reports of the severity of the virus, leading them to downplay its health risks and consequently adherence less to social distancing protocols. These effects hold when controlling for key demographic characteristics as well as psychological variables, including belief in science and COVID-19-related anxiety. Thus, political ideology may uniquely explain COVID-19 behavior.",Hank Rothgerber et al.,https://share.osf.io/preprint/461DB-E7C-0DA,20200422,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2959,FALSE,,
TRENDS IN PERCEPTION OF COVID-19 IN POLISH INTERNET,"INTRODUCTION: Due to the spread of SARS CoV-2 virus responsible for COVID-19 disease, there is an urgent need to analyse COVID-2019 epidemic perception in Poland. This would enable authorities for preparation of specific actions minimizing public health and economic risks. This study aims to illustrate the media exposure of the social perception of coronavirus using the means available during the epidemic and our goal is to signal the main issues in public perception and medical commutation in real time. METHODS: We study the perception of COVID-2019 epidemic in Polish society using quantitative analysis of its digital footprints on the Internet (on mainly Google and supported by Twitter, YouTube, Wikipedia and electronic media represented by Event Registry) from January 2020 to 07.04.2020 (before and after official introduction to Poland on 04.03.2020). To this end we utilize trend analysis with a support of simple natural language processing techniques. Each examined internet platform was analysed representativeness and composition of the target group too. RESULTS: We identified three temporal major clusters of interest before disease introduction on the topic COVID-2019: China- and Italy-related peaks on all platforms, as well as a peak on social media related to the recent special law on combating COVID-2019. Besides, there was a peak in interest on the day of officially confirmed introduction as well as an exponential increase of interest when the Polish government ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œdeclared war against diseaseÃƒÂ¢Ã¢â€šÂ¬Ã‚Â around 11/12.03.2020 with a massive mitigation program. Later on, there is a decay in interest with additional phases: social distancing and anticrisis act with local peaks. From a sociolinguistic perspective, we found that concepts and issues of threat, fear and prevention prevailed before introduction. After introduction, practical concepts about disease and epidemic dominate. We have found out that declarations of mitigation strategies by Polish Prime Minister or Minister of Health gather high attention on Internet users. So enacted or in force events do not affect interest in such an extent. We have observed very low correlation between colloquial searching term 'antiviral mask' in Wikipedia and encyclopaedic definition at Wikipedia ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œSARS-CoV-2ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â, which suggest that there are different mechanisms for searching for knowledge against panic related behaviour. CONCLUSIONS: Traditional and social media do not only reflect reality, but also create it. As traditional media ahead social media in time, we advise to choose news for a quick dissemination of information, however for a greater impact, social media should be used. Otherwise public information campaigns might have less impact on society than expected. For greater penetration, it might be necessary to diversify information channels to reach as many people as possible.",Andrzej Jarynowski et al.,https://share.osf.io/preprint/4605F-D3E-741,20200422,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2960,FALSE,,
Misdirection: model of information process for neuromagic,"Neuromagic is underpinned by the union of neuroscience and magic. However, the contribution between them is unbalanced. While neuroscience has used magic tricks to study different cognitive processes and develop sophisticated experiments, the returned contribution has not penetrated into magicians praxis. In neuroscience, a priori theories are supported by objective experimental data. However, this steps are switched in magic: subjective experimental evidence generates a posteriori theories. This scientifically invalid methodology leads, as a consequence, to several unvalidated theories about the same topic. To solve this problem, testing this theories with previously validated brain models is essential, as it will separate the ones that can be reproduced with realistic models from the ones that can not. Here, we use a popular brain model -the bump attractor- to describe the most studied magical principle: misdirection. Misdirection aims to avoid the detection of tricky maneuvers by affecting the attention and the memory of the spectators. Misdirection is been defined and classified in multiple ways for different magicians. For the first time, we will support with a model of neural activity, a recent misdirection classification (Bestue, 2019). The model reproduced the efficiency and provided a neural explanation for each of the three different subcategories of misdirection proposed by the classification: ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œdirectionÃƒÂ¢Ã¢â€šÂ¬Ã‚Â, ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œdivisionÃƒÂ¢Ã¢â€šÂ¬Ã‚Â and ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œdiminishmentÃƒÂ¢Ã¢â€šÂ¬Ã‚Â. That way, we provided first neuroscientific evidence for a misdirection classification. We hope this work motivates both magicians and neuroscientists to provide detailed models to different magical principles, so they rely in objective brain functioning and not in subjective psychological theories.",David Bestue,https://share.osf.io/preprint/4624A-55E-BCC,20200423,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2961,FALSE,,
